"id","CTLabel","BoroName","BoroCode","CT2010","BoroCT2010","CDEligibil","NTACode","NTAName"
"1950","493.01","Queens","4","049301","4049301","I","QN30","Maspeth"
"1951","497","Queens","4","049700","4049700","I","QN30","Maspeth"
"1952","124","Manhattan","1","012400","1012400","I","MN31","Lenox Hill-Roosevelt Island"
"1953","132","Manhattan","1","013200","1013200","I","MN31","Lenox Hill-Roosevelt Island"
"1954","19","Bronx","2","001900","2001900","E","BX39","Mott Haven-Port Morris"
"1955","23","Bronx","2","002300","2002300","E","BX39","Mott Haven-Port Morris"
"1956","207","Staten Island","5","020700","5020700","E","SI28","Port Richmond"
"1957","213","Staten Island","5","021300","5021300","E","SI28","Port Richmond"
"1958","280","Brooklyn","3","028000","3028000","I","BK27","Bath Beach"
"1959","282","Brooklyn","3","028200","3028200","E","BK27","Bath Beach"
"196","404","Brooklyn","3","040400","3040400","I","BK29","Bensonhurst East"
"1960","142.01","Queens","4","014201","4014201","E","QN54","Richmond Hill"
"1961","142.02","Queens","4","014202","4014202","E","QN54","Richmond Hill"
"1962","452","Queens","4","045200","4045200","I","QN35","Briarwood-Jamaica Hills"
"1963","454","Queens","4","045400","4045400","E","QN35","Briarwood-Jamaica Hills"
"1964","665.01","Queens","4","066501","4066501","I","QN21","Middle Village"
"1965","669","Queens","4","066900","4066900","I","QN21","Middle Village"
"1966","307","Brooklyn","3","030700","3030700","E","BK61","Crown Heights North"
"1967","347","Brooklyn","3","034700","3034700","E","BK61","Crown Heights North"
"1968","857","Queens","4","085700","4085700","E","QN22","Flushing"
"1969","199","Queens","4","019900","4019900","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"197","406","Brooklyn","3","040600","3040600","E","BK29","Bensonhurst East"
"1970","151","Queens","4","015100","4015100","I","QN70","Astoria"
"1971","163","Queens","4","016300","4016300","E","QN70","Astoria"
"1972","1283","Queens","4","128300","4128300","I","QN99","park-cemetery-etc-Queens"
"1973","1291.03","Queens","4","129103","4129103","I","QN42","Oakland Gardens"
"1974","118","Manhattan","1","011800","1011800","I","MN31","Lenox Hill-Roosevelt Island"
"1975","126","Manhattan","1","012600","1012600","I","MN31","Lenox Hill-Roosevelt Island"
"1976","1479","Queens","4","147900","4147900","I","QN45","Douglas Manor-Douglaston-Little Neck"
"1977","1507.02","Queens","4","150702","4150702","I","QN45","Douglas Manor-Douglaston-Little Neck"
"1978","276","Bronx","2","027600","2027600","I","BX99","park-cemetery-etc-Bronx"
"1979","255","Manhattan","1","025500","1025500","E","MN36","Washington Heights South"
"198","408","Brooklyn","3","040800","3040800","E","BK29","Bensonhurst East"
"1980","265","Manhattan","1","026500","1026500","E","MN36","Washington Heights South"
"1981","1529.01","Queens","4","152901","4152901","I","QN45","Douglas Manor-Douglaston-Little Neck"
"1982","156.02","Staten Island","5","015602","5015602","I","SI01","Annadale-Huguenot-Prince's Bay-Eltingville"
"1983","170.11","Staten Island","5","017011","5017011","I","SI01","Annadale-Huguenot-Prince's Bay-Eltingville"
"1984","146.04","Staten Island","5","014604","5014604","I","SI54","Great Kills"
"1985","156.01","Staten Island","5","015601","5015601","I","SI54","Great Kills"
"1986","348","Brooklyn","3","034800","3034800","E","BK21","Seagate-Coney Island"
"1987","343","Bronx","2","034300","2034300","I","BX22","North Riverdale-Fieldston-Riverdale"
"1988","435","Bronx","2","043500","2043500","E","BX99","park-cemetery-etc-Bronx"
"1989","397","Bronx","2","039700","2039700","E","BX06","Belmont"
"199","413","Brooklyn","3","041300","3041300","E","BK78","Bushwick South"
"1990","399.01","Bronx","2","039901","2039901","E","BX05","Bedford Park-Fordham North"
"1991","334","Bronx","2","033400","2033400","E","BX99","park-cemetery-etc-Bronx"
"1992","336","Bronx","2","033600","2033600","E","BX07","Bronxdale"
"1993","123.01","Queens","4","012301","4012301","I","QN72","Steinway"
"1994","135","Queens","4","013500","4013500","I","QN72","Steinway"
"1995","427","Queens","4","042700","4042700","E","QN25","Corona"
"1996","997.03","Queens","4","099703","4099703","I","QN47","Ft. Totten-Bay Terrace-Clearview"
"1997","997.04","Queens","4","099704","4099704","I","QN47","Ft. Totten-Bay Terrace-Clearview"
"1998","366","Queens","4","036600","4036600","I","QN08","St. Albans"
"1999","426","Queens","4","042600","4042600","I","QN08","St. Albans"
"2","125","Staten Island","5","012500","5012500","I","SI22","West New Brighton-New Brighton-St. George"
"20","112.03","Manhattan","1","011203","1011203","I","MN19","Turtle Bay-East Midtown"
"200","414.01","Brooklyn","3","041401","3041401","E","BK25","Homecrest"
"2000","76","Manhattan","1","007600","1007600","I","MN17","Midtown-Midtown South"
"2001","84","Manhattan","1","008400","1008400","I","MN17","Midtown-Midtown South"
"2002","1010.01","Queens","4","101001","4101001","E","QN15","Far Rockaway-Bayswater"
"2003","1010.02","Queens","4","101002","4101002","I","QN15","Far Rockaway-Bayswater"
"2004","90","Bronx","2","009000","2009000","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park"
"2005","194","Bronx","2","019400","2019400","E","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"2006","456","Bronx","2","045600","2045600","I","BX03","Eastchester-Edenwald-Baychester"
"2007","504","Bronx","2","050400","2050400","I","BX99","park-cemetery-etc-Bronx"
"2008","1072.01","Queens","4","107201","4107201","I","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"2009","1072.02","Queens","4","107202","4107202","I","QN99","park-cemetery-etc-Queens"
"201","415","Brooklyn","3","041500","3041500","E","BK78","Bushwick South"
"2010","1227.01","Queens","4","122701","4122701","I","QN38","Pomonok-Flushing Heights-Hillcrest"
"2011","1227.02","Queens","4","122702","4122702","E","QN38","Pomonok-Flushing Heights-Hillcrest"
"2012","960","Brooklyn","3","096000","3096000","I","BK50","Canarsie"
"2013","962","Brooklyn","3","096200","3096200","I","BK50","Canarsie"
"2014","170.10","Staten Island","5","017010","5017010","I","SI48","Arden Heights"
"2015","208.01","Staten Island","5","020801","5020801","I","SI32","Rossville-Woodrow"
"2016","1032.02","Queens","4","103202","4103202","E","QN15","Far Rockaway-Bayswater"
"2017","260","Queens","4","026000","4026000","E","QN01","South Jamaica"
"2018","262","Queens","4","026200","4026200","E","QN01","South Jamaica"
"2019","187","Queens","4","018700","4018700","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"202","417","Brooklyn","3","041700","3041700","E","BK78","Bushwick South"
"2020","386","Brooklyn","3","038600","3038600","E","BK26","Gravesend"
"2021","398","Brooklyn","3","039800","3039800","E","BK26","Gravesend"
"2022","23","Brooklyn","3","002300","3002300","E","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"2023","5","Manhattan","1","000500","1000500","I","MN99","park-cemetery-etc-Manhattan"
"2024","47","Brooklyn","3","004700","3004700","I","BK33","Carroll Gardens-Columbia Street-Red Hook"
"2025","59","Staten Island","5","005900","5005900","I","SI35","New Brighton-Silver Lake"
"2026","359","Bronx","2","035900","2035900","E","BX17","East Tremont"
"2027","155","Bronx","2","015500","2015500","E","BX75","Crotona Park East"
"2028","161","Bronx","2","016100","2016100","E","BX75","Crotona Park East"
"2029","20","Bronx","2","002000","2002000","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park"
"203","418","Brooklyn","3","041800","3041800","E","BK25","Homecrest"
"2030","24","Bronx","2","002400","2002400","I","BX99","park-cemetery-etc-Bronx"
"2031","797.02","Queens","4","079702","4079702","E","QN22","Flushing"
"2032","837","Queens","4","083700","4083700","E","QN62","Queensboro Hill"
"2033","797.01","Queens","4","079701","4079701","I","QN22","Flushing"
"2034","845","Queens","4","084500","4084500","E","QN22","Flushing"
"2035","859","Queens","4","085900","4085900","E","QN22","Flushing"
"2036","50","Manhattan","1","005000","1005000","I","MN21","Gramercy"
"2037","52","Manhattan","1","005200","1005200","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"2038","200","Bronx","2","020000","2020000","E","BX37","Van Nest-Morris Park-Westchester Square"
"2039","256","Bronx","2","025600","2025600","E","BX37","Van Nest-Morris Park-Westchester Square"
"204","419","Brooklyn","3","041900","3041900","E","BK78","Bushwick South"
"2040","21","Brooklyn","3","002100","3002100","I","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"2041","191","Brooklyn","3","019100","3019100","E","BK69","Clinton Hill"
"2042","539","Brooklyn","3","053900","3053900","E","BK72","Williamsburg"
"2043","543","Brooklyn","3","054300","3054300","E","BK99","park-cemetery-etc-Brooklyn"
"2044","241","Manhattan","1","024100","1024100","E","MN36","Washington Heights South"
"2045","197","Bronx","2","019700","2019700","E","BX63","West Concourse"
"2046","219","Bronx","2","021900","2021900","E","BX26","Highbridge"
"2047","136","Manhattan","1","013600","1013600","I","MN32","Yorkville"
"2048","138","Manhattan","1","013800","1013800","I","MN32","Yorkville"
"2049","44","Brooklyn","3","004400","3004400","I","BK31","Bay Ridge"
"205","420","Brooklyn","3","042000","3042000","E","BK25","Homecrest"
"2050","46","Brooklyn","3","004600","3004600","I","BK31","Bay Ridge"
"2051","213","Brooklyn","3","021300","3021300","E","BK63","Crown Heights South"
"2052","325","Brooklyn","3","032500","3032500","E","BK63","Crown Heights South"
"2053","641.02","Queens","4","064102","4064102","E","QN99","park-cemetery-etc-Queens"
"2054","645","Queens","4","064500","4064500","I","QN17","Forest Hills"
"2055","306","Queens","4","030600","4030600","I","QN03","Springfield Gardens South-Brookville"
"2056","716","Queens","4","071600","4071600","I","QN98","Airport"
"2057","205.02","Bronx","2","020502","2020502","E","BX36","University Heights-Morris Heights"
"2058","247","Bronx","2","024700","2024700","E","BX36","University Heights-Morris Heights"
"2059","215.01","Bronx","2","021501","2021501","E","BX36","University Heights-Morris Heights"
"206","421","Brooklyn","3","042100","3042100","E","BK78","Bushwick South"
"2060","215.02","Bronx","2","021502","2021502","E","BX36","University Heights-Morris Heights"
"2061","552","Queens","4","055200","4055200","I","QN34","Queens Village"
"2062","1301","Queens","4","130100","4130100","I","QN43","Bellerose"
"2063","179","Queens","4","017900","4017900","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"2064","181.01","Queens","4","018101","4018101","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"2065","181.02","Queens","4","018102","4018102","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"2066","183","Queens","4","018300","4018300","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"2067","340","Brooklyn","3","034000","3034000","E","BK21","Seagate-Coney Island"
"2068","352","Brooklyn","3","035200","3035200","E","BK21","Seagate-Coney Island"
"2069","638","Queens","4","063800","4063800","I","QN05","Rosedale"
"207","426","Brooklyn","3","042600","3042600","E","BK29","Bensonhurst East"
"2070","646","Queens","4","064600","4064600","I","QN66","Laurelton"
"2071","383.02","Queens","4","038302","4038302","I","QN99","park-cemetery-etc-Queens"
"2072","757.01","Queens","4","075701","4075701","I","QN17","Forest Hills"
"2073","251","Queens","4","025100","4025100","E","QN63","Woodside"
"2074","253.02","Queens","4","025302","4025302","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"2075","235","Queens","4","023500","4023500","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"2076","253.01","Queens","4","025301","4025301","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"2077","216","Queens","4","021600","4021600","I","QN60","Kew Gardens"
"2078","773","Queens","4","077300","4077300","I","QN60","Kew Gardens"
"2079","790","Queens","4","079000","4079000","I","QN76","Baisley Park"
"208","427","Brooklyn","3","042700","3042700","E","BK77","Bushwick North"
"2080","814","Queens","4","081400","4081400","I","QN55","South Ozone Park"
"2081","1","Queens","4","000100","4000100","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"2082","7","Queens","4","000700","4000700","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"2083","110","Bronx","2","011000","2011000","E","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"2084","144","Bronx","2","014400","2014400","E","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"2085","43","Bronx","2","004300","2004300","E","BX39","Mott Haven-Port Morris"
"2086","39","Bronx","2","003900","2003900","E","BX39","Mott Haven-Port Morris"
"2087","41","Bronx","2","004100","2004100","E","BX39","Mott Haven-Port Morris"
"2088","67","Staten Island","5","006700","5006700","I","SI35","New Brighton-Silver Lake"
"2089","75","Staten Island","5","007500","5007500","E","SI35","New Brighton-Silver Lake"
"209","428","Brooklyn","3","042800","3042800","E","BK29","Bensonhurst East"
"2090","287","Brooklyn","3","028700","3028700","E","BK35","Stuyvesant Heights"
"2091","289","Brooklyn","3","028900","3028900","E","BK35","Stuyvesant Heights"
"2092","393","Brooklyn","3","039300","3039300","E","BK78","Bushwick South"
"2093","162","Brooklyn","3","016200","3016200","I","BK31","Bay Ridge"
"2094","164","Brooklyn","3","016400","3016400","I","BK31","Bay Ridge"
"2095","21","Manhattan","1","002100","1002100","I","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"2096","654","Queens","4","065400","4065400","I","QN05","Rosedale"
"2097","680","Queens","4","068000","4068000","I","QN03","Springfield Gardens South-Brookville"
"2098","99","Manhattan","1","009900","1009900","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"2099","117","Manhattan","1","011700","1011700","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"21","113","Manhattan","1","011300","1011300","I","MN17","Midtown-Midtown South"
"210","429","Brooklyn","3","042900","3042900","E","BK77","Bushwick North"
"2100","317.03","Manhattan","1","031703","1031703","I","MN25","Battery Park City-Lower Manhattan"
"2101","13","Manhattan","1","001300","1001300","I","MN25","Battery Park City-Lower Manhattan"
"2102","317.04","Manhattan","1","031704","1031704","I","MN25","Battery Park City-Lower Manhattan"
"2103","6","Manhattan","1","000600","1000600","E","MN28","Lower East Side"
"2104","8","Manhattan","1","000800","1000800","E","MN27","Chinatown"
"2105","266.01","Bronx","2","026601","2026601","I","BX10","Pelham Bay-Country Club-City Island"
"2106","284","Bronx","2","028400","2028400","E","BX37","Van Nest-Morris Park-Westchester Square"
"2107","264","Bronx","2","026400","2026400","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"2108","266.02","Bronx","2","026602","2026602","E","BX10","Pelham Bay-Country Club-City Island"
"2109","189","Bronx","2","018900","2018900","E","BX26","Highbridge"
"211","430","Brooklyn","3","043000","3043000","E","BK29","Bensonhurst East"
"2110","193","Bronx","2","019300","2019300","E","BX26","Highbridge"
"2111","2.01","Manhattan","1","000201","1000201","E","MN28","Lower East Side"
"2112","2.02","Manhattan","1","000202","1000202","E","MN28","Lower East Side"
"2113","243","Queens","4","024300","4024300","E","QN50","Elmhurst-Maspeth"
"2114","245","Queens","4","024500","4024500","E","QN63","Woodside"
"2115","997.05","Queens","4","099705","4099705","I","QN47","Ft. Totten-Bay Terrace-Clearview"
"2116","999","Queens","4","099900","4099900","I","QN47","Ft. Totten-Bay Terrace-Clearview"
"2117","34","Queens","4","003400","4003400","E","QN53","Woodhaven"
"2118","1186","Brooklyn","3","118600","3118600","E","BK83","Cypress Hills-City Line"
"2119","277.02","Staten Island","5","027702","5027702","I","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"212","431","Brooklyn","3","043100","3043100","E","BK77","Bushwick North"
"2120","279","Staten Island","5","027900","5027900","I","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"2121","656","Queens","4","065600","4065600","I","QN05","Rosedale"
"2122","664","Queens","4","066400","4066400","I","QN05","Rosedale"
"2123","241","Brooklyn","3","024100","3024100","E","BK75","Bedford"
"2124","1237","Brooklyn","3","123700","3123700","E","BK75","Bedford"
"2125","293.02","Bronx","2","029302","2029302","I","BX29","Spuyten Duyvil-Kingsbridge"
"2126","100","Queens","4","010000","4010000","I","QN55","South Ozone Park"
"2127","864","Queens","4","086400","4086400","I","QN55","South Ozone Park"
"2128","69","Bronx","2","006900","2006900","E","BX34","Melrose South-Mott Haven North"
"2129","173","Bronx","2","017300","2017300","E","BX14","East Concourse-Concourse Village"
"213","432","Brooklyn","3","043200","3043200","E","BK29","Bensonhurst East"
"2130","306","Brooklyn","3","030600","3030600","I","BK26","Gravesend"
"2131","314","Brooklyn","3","031400","3031400","E","BK26","Gravesend"
"2132","535","Brooklyn","3","053500","3053500","E","BK72","Williamsburg"
"2133","547","Brooklyn","3","054700","3054700","E","BK73","North Side-South Side"
"2134","330","Brooklyn","3","033000","3033000","E","BK21","Seagate-Coney Island"
"2135","328","Brooklyn","3","032800","3032800","E","BK21","Seagate-Coney Island"
"2136","336","Brooklyn","3","033600","3033600","I","BK21","Seagate-Coney Island"
"2137","218","Bronx","2","021800","2021800","E","BX08","West Farms-Bronx River"
"2138","240","Bronx","2","024000","2024000","E","BX37","Van Nest-Morris Park-Westchester Square"
"2139","60","Bronx","2","006000","2006000","E","BX75","Crotona Park East"
"214","433","Brooklyn","3","043300","3043300","E","BK77","Bushwick North"
"2140","62","Bronx","2","006200","2006200","E","BX08","West Farms-Bronx River"
"2141","303","Brooklyn","3","030300","3030300","E","BK79","Ocean Hill"
"2142","365.01","Brooklyn","3","036501","3036501","E","BK79","Ocean Hill"
"2143","796.02","Brooklyn","3","079602","3079602","E","BK60","Prospect Lefferts Gardens-Wingate"
"2144","820","Brooklyn","3","082000","3082000","E","BK60","Prospect Lefferts Gardens-Wingate"
"2145","822","Brooklyn","3","082200","3082200","E","BK60","Prospect Lefferts Gardens-Wingate"
"2146","34","Manhattan","1","003400","1003400","I","MN22","East Village"
"2147","900","Brooklyn","3","090000","3090000","E","BK81","Brownsville"
"2148","9","Brooklyn","3","000900","3000900","I","BK09","Brooklyn Heights-Cobble Hill"
"2149","361","Brooklyn","3","036100","3036100","E","BK79","Ocean Hill"
"215","434","Brooklyn","3","043400","3043400","E","BK29","Bensonhurst East"
"2150","782","Brooklyn","3","078200","3078200","E","BK91","East Flatbush-Farragut"
"2151","830","Brooklyn","3","083000","3083000","E","BK91","East Flatbush-Farragut"
"2152","60","Manhattan","1","006000","1006000","I","MN50","Stuyvesant Town-Cooper Village"
"2153","313","Brooklyn","3","031300","3031300","E","BK61","Crown Heights North"
"2154","315","Brooklyn","3","031500","3031500","E","BK61","Crown Heights North"
"2155","193","Brooklyn","3","019300","3019300","E","BK69","Clinton Hill"
"2156","233","Brooklyn","3","023300","3023300","E","BK75","Bedford"
"2157","28","Manhattan","1","002800","1002800","E","MN28","Lower East Side"
"2158","44","Manhattan","1","004400","1004400","I","MN50","Stuyvesant Town-Cooper Village"
"2159","1377","Queens","4","137700","4137700","I","QN42","Oakland Gardens"
"216","435","Brooklyn","3","043500","3043500","E","BK77","Bushwick North"
"2160","1385.02","Queens","4","138502","4138502","I","QN99","park-cemetery-etc-Queens"
"2161","287","Manhattan","1","028700","1028700","E","MN35","Washington Heights North"
"2162","297","Manhattan","1","029700","1029700","I","MN99","park-cemetery-etc-Manhattan"
"2163","1","Brooklyn","3","000100","3000100","I","BK09","Brooklyn Heights-Cobble Hill"
"2164","3.01","Brooklyn","3","000301","3000301","I","BK09","Brooklyn Heights-Cobble Hill"
"2165","233","Manhattan","1","023300","1023300","E","MN04","Hamilton Heights"
"2166","237","Manhattan","1","023700","1023700","E","MN04","Hamilton Heights"
"217","436","Brooklyn","3","043600","3043600","E","BK29","Bensonhurst East"
"218","437","Brooklyn","3","043700","3043700","E","BK77","Bushwick North"
"219","439","Brooklyn","3","043900","3043900","E","BK77","Bushwick North"
"22","114.02","Manhattan","1","011402","1011402","I","MN40","Upper East Side-Carnegie Hill"
"220","440","Brooklyn","3","044000","3044000","I","BK46","Ocean Parkway South"
"221","441","Brooklyn","3","044100","3044100","E","BK77","Bushwick North"
"222","442","Brooklyn","3","044200","3044200","E","BK46","Ocean Parkway South"
"223","443","Brooklyn","3","044300","3044300","E","BK77","Bushwick North"
"224","444","Brooklyn","3","044400","3044400","E","BK46","Ocean Parkway South"
"225","446","Brooklyn","3","044600","3044600","E","BK88","Borough Park"
"226","452","Brooklyn","3","045200","3045200","I","BK46","Ocean Parkway South"
"227","454","Brooklyn","3","045400","3045400","I","BK46","Ocean Parkway South"
"228","456","Brooklyn","3","045600","3045600","E","BK43","Midwood"
"229","458","Brooklyn","3","045800","3045800","I","BK43","Midwood"
"23","130","Manhattan","1","013000","1013000","I","MN40","Upper East Side-Carnegie Hill"
"230","460","Brooklyn","3","046000","3046000","I","BK42","Flatbush"
"231","464","Brooklyn","3","046400","3046400","E","BK88","Borough Park"
"232","470","Brooklyn","3","047000","3047000","E","BK88","Borough Park"
"233","472","Brooklyn","3","047200","3047200","E","BK88","Borough Park"
"234","474","Brooklyn","3","047400","3047400","E","BK88","Borough Park"
"235","476","Brooklyn","3","047600","3047600","E","BK88","Borough Park"
"236","481","Brooklyn","3","048100","3048100","I","BK90","East Williamsburg"
"237","486","Brooklyn","3","048600","3048600","E","BK41","Kensington-Ocean Parkway"
"238","488","Brooklyn","3","048800","3048800","E","BK41","Kensington-Ocean Parkway"
"239","495","Brooklyn","3","049500","3049500","I","BK90","East Williamsburg"
"24","140","Manhattan","1","014000","1014000","I","MN40","Upper East Side-Carnegie Hill"
"240","496","Brooklyn","3","049600","3049600","E","BK41","Kensington-Ocean Parkway"
"241","498","Brooklyn","3","049800","3049800","E","BK41","Kensington-Ocean Parkway"
"242","499","Brooklyn","3","049900","3049900","E","BK76","Greenpoint"
"243","503","Brooklyn","3","050300","3050300","E","BK90","East Williamsburg"
"244","505","Brooklyn","3","050500","3050500","E","BK90","East Williamsburg"
"245","507","Brooklyn","3","050700","3050700","E","BK75","Bedford"
"246","508.01","Brooklyn","3","050801","3050801","E","BK42","Flatbush"
"247","510.01","Brooklyn","3","051001","3051001","E","BK42","Flatbush"
"248","514","Brooklyn","3","051400","3051400","E","BK42","Flatbush"
"249","516.01","Brooklyn","3","051601","3051601","E","BK42","Flatbush"
"25","142","Manhattan","1","014200","1014200","I","MN40","Upper East Side-Carnegie Hill"
"250","516.02","Brooklyn","3","051602","3051602","E","BK42","Flatbush"
"251","517","Brooklyn","3","051700","3051700","I","BK73","North Side-South Side"
"252","518","Brooklyn","3","051800","3051800","I","BK42","Flatbush"
"253","520","Brooklyn","3","052000","3052000","E","BK42","Flatbush"
"254","526","Brooklyn","3","052600","3052600","I","BK42","Flatbush"
"255","528","Brooklyn","3","052800","3052800","I","BK42","Flatbush"
"256","530","Brooklyn","3","053000","3053000","E","BK43","Midwood"
"257","531","Brooklyn","3","053100","3053100","E","BK75","Bedford"
"258","532","Brooklyn","3","053200","3053200","I","BK43","Midwood"
"259","533","Brooklyn","3","053300","3053300","E","BK72","Williamsburg"
"26","146.01","Manhattan","1","014601","1014601","I","MN32","Yorkville"
"260","534","Brooklyn","3","053400","3053400","E","BK43","Midwood"
"261","538","Brooklyn","3","053800","3053800","E","BK43","Midwood"
"262","542","Brooklyn","3","054200","3054200","E","BK43","Midwood"
"263","544","Brooklyn","3","054400","3054400","E","BK43","Midwood"
"264","548","Brooklyn","3","054800","3054800","I","BK44","Madison"
"265","550","Brooklyn","3","055000","3055000","E","BK44","Madison"
"266","552","Brooklyn","3","055200","3055200","E","BK44","Madison"
"267","553","Brooklyn","3","055300","3055300","E","BK73","North Side-South Side"
"268","558","Brooklyn","3","055800","3055800","E","BK44","Madison"
"269","560","Brooklyn","3","056000","3056000","E","BK44","Madison"
"27","146.02","Manhattan","1","014602","1014602","I","MN32","Yorkville"
"270","562","Brooklyn","3","056200","3056200","I","BK44","Madison"
"271","564","Brooklyn","3","056400","3056400","I","BK44","Madison"
"272","565","Brooklyn","3","056500","3056500","I","BK76","Greenpoint"
"273","566","Brooklyn","3","056600","3056600","I","BK44","Madison"
"274","568","Brooklyn","3","056800","3056800","I","BK44","Madison"
"275","569","Brooklyn","3","056900","3056900","I","BK76","Greenpoint"
"276","570","Brooklyn","3","057000","3057000","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"277","571","Brooklyn","3","057100","3057100","E","BK76","Greenpoint"
"278","572","Brooklyn","3","057200","3057200","E","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"279","573","Brooklyn","3","057300","3057300","I","BK76","Greenpoint"
"28","148.01","Manhattan","1","014801","1014801","I","MN40","Upper East Side-Carnegie Hill"
"280","574","Brooklyn","3","057400","3057400","I","BK44","Madison"
"281","576","Brooklyn","3","057600","3057600","I","BK44","Madison"
"282","578","Brooklyn","3","057800","3057800","I","BK44","Madison"
"283","580","Brooklyn","3","058000","3058000","E","BK44","Madison"
"284","586","Brooklyn","3","058600","3058600","E","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"285","591","Brooklyn","3","059100","3059100","E","BK76","Greenpoint"
"286","592","Brooklyn","3","059200","3059200","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"287","593","Brooklyn","3","059300","3059300","E","BK76","Greenpoint"
"288","594.01","Brooklyn","3","059401","3059401","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"289","594.02","Brooklyn","3","059402","3059402","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"29","148.02","Manhattan","1","014802","1014802","I","MN40","Upper East Side-Carnegie Hill"
"290","596","Brooklyn","3","059600","3059600","E","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"291","600","Brooklyn","3","060000","3060000","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"292","610.03","Brooklyn","3","061003","3061003","E","BK19","Brighton Beach"
"293","612","Brooklyn","3","061200","3061200","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"294","632","Brooklyn","3","063200","3063200","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"295","636","Brooklyn","3","063600","3063600","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"296","638","Brooklyn","3","063800","3063800","I","BK44","Madison"
"297","640","Brooklyn","3","064000","3064000","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"298","646","Brooklyn","3","064600","3064600","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"299","648","Brooklyn","3","064800","3064800","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"3","133.01","Staten Island","5","013301","5013301","E","SI22","West New Brighton-New Brighton-St. George"
"30","153","Manhattan","1","015300","1015300","I","MN14","Lincoln Square"
"300","650","Brooklyn","3","065000","3065000","I","BK58","Flatlands"
"301","652","Brooklyn","3","065200","3065200","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"302","654","Brooklyn","3","065400","3065400","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"303","656","Brooklyn","3","065600","3065600","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"304","658","Brooklyn","3","065800","3065800","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"305","660","Brooklyn","3","066000","3066000","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"306","670","Brooklyn","3","067000","3067000","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"307","672","Brooklyn","3","067200","3067200","I","BK58","Flatlands"
"308","674","Brooklyn","3","067400","3067400","I","BK58","Flatlands"
"309","676","Brooklyn","3","067600","3067600","I","BK58","Flatlands"
"31","154","Manhattan","1","015400","1015400","I","MN32","Yorkville"
"310","678","Brooklyn","3","067800","3067800","I","BK58","Flatlands"
"311","680","Brooklyn","3","068000","3068000","I","BK58","Flatlands"
"312","682","Brooklyn","3","068200","3068200","I","BK58","Flatlands"
"313","686","Brooklyn","3","068600","3068600","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"314","688","Brooklyn","3","068800","3068800","I","BK58","Flatlands"
"315","690","Brooklyn","3","069000","3069000","I","BK58","Flatlands"
