"id","CTLabel","BoroName","BoroCode","CT2010","BoroCT2010","CDEligibil","NTACode","NTAName"
"1630","145","Bronx","2","014500","2014500","E","BX01","Claremont-Bathgate"
"1631","147.01","Bronx","2","014701","2014701","E","BX01","Claremont-Bathgate"
"1632","84","Brooklyn","3","008400","3008400","E","BK32","Sunset Park West"
"1633","88","Brooklyn","3","008800","3008800","E","BK34","Sunset Park East"
"1634","175","Brooklyn","3","017500","3017500","E","BK99","park-cemetery-etc-Brooklyn"
"1635","10.01","Manhattan","1","001001","1001001","I","MN28","Lower East Side"
"1636","12","Manhattan","1","001200","1001200","E","MN28","Lower East Side"
"1637","295","Manhattan","1","029500","1029500","E","MN01","Marble Hill-Inwood"
"1638","694","Queens","4","069400","4069400","I","QN03","Springfield Gardens South-Brookville"
"1639","1483","Queens","4","148300","4148300","I","QN45","Douglas Manor-Douglaston-Little Neck"
"164","288","Brooklyn","3","028800","3028800","E","BK28","Bensonhurst West"
"1640","205.01","Bronx","2","020501","2020501","E","BX36","University Heights-Morris Heights"
"1641","242","Manhattan","1","024200","1024200","E","MN34","East Harlem North"
"1642","356.02","Brooklyn","3","035602","3035602","E","BK23","West Brighton"
"1643","362","Brooklyn","3","036200","3036200","E","BK19","Brighton Beach"
"1644","364","Brooklyn","3","036400","3036400","E","BK19","Brighton Beach"
"1645","159","Brooklyn","3","015900","3015900","I","BK37","Park Slope-Gowanus"
"1646","222","Manhattan","1","022200","1022200","E","MN11","Central Harlem South"
"1647","224","Manhattan","1","022400","1022400","E","MN03","Central Harlem North-Polo Grounds"
"1648","757.02","Queens","4","075702","4075702","I","QN17","Forest Hills"
"1649","6","Staten Island","5","000600","5000600","I","SI37","Stapleton-Rosebank"
"165","290","Brooklyn","3","029000","3029000","E","BK28","Bensonhurst West"
"1650","158.01","Queens","4","015801","4015801","E","QN55","South Ozone Park"
"1651","208","Queens","4","020800","4020800","E","QN61","Jamaica"
"1652","246","Queens","4","024600","4024600","I","QN61","Jamaica"
"1653","105","Queens","4","010500","4010500","E","QN72","Steinway"
"1654","107.01","Queens","4","010701","4010701","I","QN72","Steinway"
"1655","189","Queens","4","018900","4018900","E","QN31","Hunters Point-Sunnyside-West Maspeth"
"1656","249","Queens","4","024900","4024900","I","QN63","Woodside"
"1657","595","Queens","4","059500","4059500","I","QN20","Ridgewood"
"1658","33","Queens","4","003300","4003300","E","QN68","Queensbridge-Ravenswood-Long Island City"
"1659","383.01","Queens","4","038301","4038301","I","QN99","park-cemetery-etc-Queens"
"166","291","Brooklyn","3","029100","3029100","E","BK35","Stuyvesant Heights"
"1660","462","Queens","4","046200","4046200","E","QN61","Jamaica"
"1661","468","Queens","4","046800","4046800","E","QN61","Jamaica"
"1662","1214","Brooklyn","3","121400","3121400","E","BK82","East New York"
"1663","1220","Brooklyn","3","122000","3122000","E","BK82","East New York"
"1664","146.05","Staten Island","5","014605","5014605","I","SI54","Great Kills"
"1665","146.06","Staten Island","5","014606","5014606","I","SI54","Great Kills"
"1666","72","Manhattan","1","007200","1007200","I","MN20","Murray Hill-Kips Bay"
"1667","74","Manhattan","1","007400","1007400","I","MN17","Midtown-Midtown South"
"1668","889.01","Queens","4","088901","4088901","E","QN22","Flushing"
"1669","869","Queens","4","086900","4086900","E","QN22","Flushing"
"167","293","Brooklyn","3","029300","3029300","E","BK35","Stuyvesant Heights"
"1670","561","Queens","4","056100","4056100","I","QN99","park-cemetery-etc-Queens"
"1671","1142.01","Brooklyn","3","114201","3114201","E","BK83","Cypress Hills-City Line"
"1672","554","Queens","4","055400","4055400","I","QN34","Queens Village"
"1673","560","Queens","4","056000","4056000","I","QN34","Queens Village"
"1674","439","Queens","4","043900","4043900","E","QN25","Corona"
"1675","849","Queens","4","084900","4084900","E","QN22","Flushing"
"1676","369","Brooklyn","3","036900","3036900","E","BK79","Ocean Hill"
"1677","7","Brooklyn","3","000700","3000700","I","BK09","Brooklyn Heights-Cobble Hill"
"1678","134","Staten Island","5","013400","5013400","I","SI45","New Dorp-Midland Beach"
"1679","1429","Queens","4","142900","4142900","I","QN48","Auburndale"
"168","295","Brooklyn","3","029500","3029500","I","BK35","Stuyvesant Heights"
"1680","1451.01","Queens","4","145101","4145101","E","QN48","Auburndale"
"1681","182","Queens","4","018200","4018200","E","QN76","Baisley Park"
"1682","792","Queens","4","079200","4079200","I","QN76","Baisley Park"
"1683","62.01","Queens","4","006201","4006201","I","QN57","Lindenwood-Howard Beach"
"1684","892","Queens","4","089200","4089200","I","QN57","Lindenwood-Howard Beach"
"1685","337","Bronx","2","033700","2033700","I","BX22","North Riverdale-Fieldston-Riverdale"
"1686","502.02","Brooklyn","3","050202","3050202","I","BK40","Windsor Terrace"
"1687","504","Brooklyn","3","050400","3050400","I","BK40","Windsor Terrace"
"1688","279","Bronx","2","027900","2027900","E","BX28","Van Cortlandt Village"
"1689","281","Bronx","2","028100","2028100","I","BX28","Van Cortlandt Village"
"169","296","Brooklyn","3","029600","3029600","E","BK28","Bensonhurst West"
"1690","368","Queens","4","036800","4036800","I","QN08","St. Albans"
"1691","40.02","Queens","4","004002","4004002","I","QN56","Ozone Park"
"1692","86","Queens","4","008600","4008600","I","QN56","Ozone Park"
"1693","973","Queens","4","097300","4097300","I","QN49","Whitestone"
"1694","358","Bronx","2","035800","2035800","I","BX03","Eastchester-Edenwald-Baychester"
"1695","21","Staten Island","5","002100","5002100","E","SI37","Stapleton-Rosebank"
"1696","18","Brooklyn","3","001800","3001800","I","BK32","Sunset Park West"
"1697","34","Brooklyn","3","003400","3003400","I","BK31","Bay Ridge"
"1698","111","Manhattan","1","011100","1011100","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"1699","115","Manhattan","1","011500","1011500","I","MN15","Clinton"
"17","104","Manhattan","1","010400","1010400","I","MN17","Midtown-Midtown South"
"170","297","Brooklyn","3","029700","3029700","I","BK61","Crown Heights North"
"1700","575","Brooklyn","3","057500","3057500","E","BK76","Greenpoint"
"1701","579","Brooklyn","3","057900","3057900","E","BK76","Greenpoint"
"1702","171","Manhattan","1","017100","1017100","I","MN12","Upper West Side"
"1703","179","Manhattan","1","017900","1017900","I","MN12","Upper West Side"
"1704","183","Manhattan","1","018300","1018300","I","MN12","Upper West Side"
"1705","187","Manhattan","1","018700","1018700","I","MN12","Upper West Side"
"1706","162","Manhattan","1","016200","1016200","E","MN33","East Harlem South"
"1707","240","Manhattan","1","024000","1024000","I","MN99","park-cemetery-etc-Manhattan"
"1708","118","Bronx","2","011800","2011800","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"1709","1032.01","Queens","4","103201","4103201","E","QN15","Far Rockaway-Bayswater"
"171","298","Brooklyn","3","029800","3029800","E","BK29","Bensonhurst East"
"1710","1008.02","Queens","4","100802","4100802","E","QN15","Far Rockaway-Bayswater"
"1711","283","Manhattan","1","028300","1028300","E","MN35","Washington Heights North"
"1712","285","Manhattan","1","028500","1028500","E","MN35","Washington Heights North"
"1713","319.01","Staten Island","5","031901","5031901","E","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1714","323","Staten Island","5","032300","5032300","E","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1715","231","Staten Island","5","023100","5023100","E","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1716","198","Queens","4","019800","4019800","E","QN01","South Jamaica"
"1717","196","Queens","4","019600","4019600","E","QN01","South Jamaica"
"1718","202","Queens","4","020200","4020200","E","QN01","South Jamaica"
"1719","220.01","Queens","4","022001","4022001","E","QN35","Briarwood-Jamaica Hills"
"172","300","Brooklyn","3","030000","3030000","E","BK29","Bensonhurst East"
"1720","437.01","Queens","4","043701","4043701","E","QN25","Corona"
"1721","437.02","Queens","4","043702","4043702","E","QN25","Corona"
"1722","803.01","Queens","4","080301","4080301","E","QN62","Queensboro Hill"
"1723","264","Queens","4","026400","4026400","E","QN01","South Jamaica"
"1724","276","Queens","4","027600","4027600","E","QN76","Baisley Park"
"1725","258","Queens","4","025800","4025800","I","QN01","South Jamaica"
"1726","88","Queens","4","008800","4008800","I","QN56","Ozone Park"
"1727","523","Brooklyn","3","052300","3052300","E","BK73","North Side-South Side"
"1728","525","Brooklyn","3","052500","3052500","E","BK73","North Side-South Side"
"1729","702.01","Brooklyn","3","070201","3070201","I","BK45","Georgetown-Marine Park-Bergen Beach-Mill Basin"
"173","302","Brooklyn","3","030200","3030200","E","BK29","Bensonhurst East"
"1730","702.02","Brooklyn","3","070202","3070202","E","BK99","park-cemetery-etc-Brooklyn"
"1731","702.03","Brooklyn","3","070203","3070203","I","BK99","park-cemetery-etc-Brooklyn"
"1732","146.07","Staten Island","5","014607","5014607","I","SI54","Great Kills"
"1733","170.12","Staten Island","5","017012","5017012","I","SI01","Annadale-Huguenot-Prince's Bay-Eltingville"
"1734","226","Staten Island","5","022600","5022600","I","SI11","Charleston-Richmond Valley-Tottenville"
"1735","208.03","Staten Island","5","020803","5020803","I","SI32","Rossville-Woodrow"
"1736","366","Brooklyn","3","036600","3036600","E","BK19","Brighton Beach"
"1737","370","Brooklyn","3","037000","3037000","I","BK19","Brighton Beach"
"1738","374.01","Brooklyn","3","037401","3037401","E","BK26","Gravesend"
"1739","402","Brooklyn","3","040200","3040200","E","BK29","Bensonhurst East"
"174","305","Brooklyn","3","030500","3030500","E","BK61","Crown Heights North"
"1740","987","Queens","4","098700","4098700","I","QN49","Whitestone"
"1741","151","Manhattan","1","015100","1015100","E","MN14","Lincoln Square"
"1742","155","Manhattan","1","015500","1015500","I","MN14","Lincoln Square"
"1743","277.05","Staten Island","5","027705","5027705","I","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"1744","54","Bronx","2","005400","2005400","E","BX08","West Farms-Bronx River"
"1745","56","Bronx","2","005600","2005600","E","BX08","West Farms-Bronx River"
"1746","157","Bronx","2","015700","2015700","E","BX75","Crotona Park East"
"1747","177","Brooklyn","3","017700","3017700","I","BK99","park-cemetery-etc-Brooklyn"
"1748","327","Brooklyn","3","032700","3032700","E","BK60","Prospect Lefferts Gardens-Wingate"
"1749","588","Brooklyn","3","058800","3058800","E","BK25","Homecrest"
"175","309","Brooklyn","3","030900","3030900","E","BK61","Crown Heights North"
"1750","590","Brooklyn","3","059000","3059000","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1751","606","Brooklyn","3","060600","3060600","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1752","24","Queens","4","002400","4002400","I","QN54","Richmond Hill"
"1753","26","Queens","4","002600","4002600","I","QN54","Richmond Hill"
"1754","981","Queens","4","098100","4098100","I","QN49","Whitestone"
"1755","374.02","Brooklyn","3","037402","3037402","E","BK26","Gravesend"
"1756","106.02","Manhattan","1","010602","1010602","I","MN31","Lenox Hill-Roosevelt Island"
"1757","110","Manhattan","1","011000","1011000","I","MN31","Lenox Hill-Roosevelt Island"
"1758","116","Manhattan","1","011600","1011600","I","MN31","Lenox Hill-Roosevelt Island"
"1759","1085","Queens","4","108500","4108500","I","QN46","Bayside-Bayside Hills"
"176","311","Brooklyn","3","031100","3031100","E","BK61","Crown Heights North"
"1760","1099","Queens","4","109900","4109900","I","QN46","Bayside-Bayside Hills"
"1761","1133","Queens","4","113300","4113300","I","QN46","Bayside-Bayside Hills"
"1762","29","Staten Island","5","002900","5002900","E","SI37","Stapleton-Rosebank"
"1763","33","Staten Island","5","003300","5003300","I","SI08","Grymes Hill-Clifton-Fox Hills"
"1764","128.06","Staten Island","5","012806","5012806","I","SI25","Oakwood-Oakwood Beach"
"1765","132.01","Staten Island","5","013201","5013201","I","SI25","Oakwood-Oakwood Beach"
"1766","182","Manhattan","1","018200","1018200","E","MN34","East Harlem North"
"1767","188","Manhattan","1","018800","1018800","E","MN34","East Harlem North"
"1768","194","Manhattan","1","019400","1019400","E","MN34","East Harlem North"
"1769","196","Manhattan","1","019600","1019600","E","MN34","East Harlem North"
"177","317.01","Brooklyn","3","031701","3031701","E","BK61","Crown Heights North"
"1770","170.05","Staten Island","5","017005","5017005","I","SI01","Annadale-Huguenot-Prince's Bay-Eltingville"
"1771","176","Staten Island","5","017600","5017600","I","SI01","Annadale-Huguenot-Prince's Bay-Eltingville"
"1772","307.01","Bronx","2","030701","2030701","I","BX22","North Riverdale-Fieldston-Riverdale"
"1773","309","Bronx","2","030900","2030900","I","BX22","North Riverdale-Fieldston-Riverdale"
"1774","146.08","Staten Island","5","014608","5014608","I","SI54","Great Kills"
"1775","239","Staten Island","5","023900","5023900","I","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1776","303.02","Staten Island","5","030302","5030302","I","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1777","70","Staten Island","5","007000","5007000","I","SI36","Old Town-Dongan Hills-South Beach"
"1778","138","Staten Island","5","013800","5013800","I","SI25","Oakwood-Oakwood Beach"
"1779","96.01","Staten Island","5","009601","5009601","I","SI36","Old Town-Dongan Hills-South Beach"
"178","323","Brooklyn","3","032300","3032300","E","BK63","Crown Heights South"
"1780","96.02","Staten Island","5","009602","5009602","I","SI36","Old Town-Dongan Hills-South Beach"
"1781","7","Staten Island","5","000700","5000700","E","SI22","West New Brighton-New Brighton-St. George"
"1782","81","Staten Island","5","008100","5008100","I","SI22","West New Brighton-New Brighton-St. George"
"1783","598","Brooklyn","3","059800","3059800","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1784","626","Brooklyn","3","062600","3062600","I","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"1785","350","Brooklyn","3","035000","3035000","E","BK23","West Brighton"
"1786","354","Brooklyn","3","035400","3035400","E","BK23","West Brighton"
"1787","230","Brooklyn","3","023000","3023000","E","BK88","Borough Park"
"1788","478","Brooklyn","3","047800","3047800","E","BK88","Borough Park"
"1789","112.01","Staten Island","5","011201","5011201","I","SI36","Old Town-Dongan Hills-South Beach"
"179","326","Brooklyn","3","032600","3032600","E","BK21","Seagate-Coney Island"
"1790","114.01","Staten Island","5","011401","5011401","I","SI36","Old Town-Dongan Hills-South Beach"
"1791","7","Manhattan","1","000700","1000700","I","MN25","Battery Park City-Lower Manhattan"
"1792","9","Manhattan","1","000900","1000900","I","MN25","Battery Park City-Lower Manhattan"
"1793","36","Staten Island","5","003600","5003600","I","SI37","Stapleton-Rosebank"
"1794","105","Staten Island","5","010500","5010500","I","SI35","New Brighton-Silver Lake"
"1795","161","Brooklyn","3","016100","3016100","I","BK64","Prospect Heights"
"1796","35","Brooklyn","3","003500","3003500","I","BK68","Fort Greene"
"1797","179","Brooklyn","3","017900","3017900","I","BK68","Fort Greene"
"1798","538","Queens","4","053800","4053800","I","QN34","Queens Village"
"1799","582","Queens","4","058200","4058200","E","QN34","Queens Village"
"18","112.01","Manhattan","1","011201","1011201","I","MN17","Midtown-Midtown South"
"180","329","Brooklyn","3","032900","3032900","E","BK60","Prospect Lefferts Gardens-Wingate"
"1800","8","Staten Island","5","000800","5000800","I","SI37","Stapleton-Rosebank"
"1801","40","Staten Island","5","004000","5004000","E","SI08","Grymes Hill-Clifton-Fox Hills"
"1802","163","Brooklyn","3","016300","3016300","I","BK64","Prospect Heights"
"1803","203","Brooklyn","3","020300","3020300","E","BK64","Prospect Heights"
"1804","205","Brooklyn","3","020500","3020500","I","BK64","Prospect Heights"
"1805","37","Manhattan","1","003700","1003700","I","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"1806","39","Manhattan","1","003900","1003900","I","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"1807","33","Manhattan","1","003300","1003300","I","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"1808","47","Manhattan","1","004700","1004700","I","MN24","SoHo-TriBeCa-Civic Center-Little Italy"
"1809","317.02","Brooklyn","3","031702","3031702","E","BK61","Crown Heights North"
"181","331","Brooklyn","3","033100","3033100","E","BK63","Crown Heights South"
"1810","319","Brooklyn","3","031900","3031900","E","BK63","Crown Heights South"
"1811","321","Brooklyn","3","032100","3032100","E","BK63","Crown Heights South"
"1812","389","Brooklyn","3","038900","3038900","E","BK78","Bushwick South"
"1813","220","Bronx","2","022000","2022000","E","BX17","East Tremont"
"1814","655.01","Queens","4","065501","4065501","I","QN21","Middle Village"
"1815","1617","Queens","4","161700","4161700","I","QN43","Bellerose"
"1816","387","Brooklyn","3","038700","3038700","E","BK35","Stuyvesant Heights"
"1817","395","Brooklyn","3","039500","3039500","E","BK78","Bushwick South"
"1818","424","Brooklyn","3","042400","3042400","E","BK29","Bensonhurst East"
"1819","410","Brooklyn","3","041000","3041000","E","BK29","Bensonhurst East"
"182","333","Brooklyn","3","033300","3033300","E","BK63","Crown Heights South"
"1820","412","Brooklyn","3","041200","3041200","E","BK29","Bensonhurst East"
"1821","273.01","Staten Island","5","027301","5027301","I","SI05","New Springville-Bloomfield-Travis"
"1822","277.04","Staten Island","5","027704","5027704","I","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"1823","244","Brooklyn","3","024400","3024400","E","BK88","Borough Park"
"1824","468","Brooklyn","3","046800","3046800","E","BK88","Borough Park"
"1825","449","Brooklyn","3","044900","3044900","E","BK90","East Williamsburg"
"1826","539","Queens","4","053900","4053900","I","QN20","Ridgewood"
"1827","172","Manhattan","1","017200","1017200","E","MN33","East Harlem South"
"1828","180","Manhattan","1","018000","1018000","E","MN34","East Harlem North"
"1829","275","Brooklyn","3","027500","3027500","I","BK35","Stuyvesant Heights"
"183","335","Brooklyn","3","033500","3033500","E","BK63","Crown Heights South"
"1830","277","Brooklyn","3","027700","3027700","E","BK35","Stuyvesant Heights"
"1831","129.01","Brooklyn","3","012901","3012901","I","BK37","Park Slope-Gowanus"
"1832","129.02","Brooklyn","3","012902","3012902","I","BK37","Park Slope-Gowanus"
"1833","453","Brooklyn","3","045300","3045300","E","BK77","Bushwick North"
"1834","485","Brooklyn","3","048500","3048500","E","BK78","Bushwick South"
"1835","143","Manhattan","1","014300","1014300","I","MN99","park-cemetery-etc-Manhattan"
"1836","216","Manhattan","1","021600","1021600","E","MN11","Central Harlem South"
"1837","187.02","Staten Island","5","018702","5018702","I","SI05","New Springville-Bloomfield-Travis"
"1838","189.02","Staten Island","5","018902","5018902","I","SI05","New Springville-Bloomfield-Travis"
"1839","199","Manhattan","1","019900","1019900","I","MN09","Morningside Heights"
"184","337","Brooklyn","3","033700","3033700","E","BK61","Crown Heights North"
"1840","331","Queens","4","033100","4033100","I","QN98","Airport"
"1841","907","Queens","4","090700","4090700","E","QN23","College Point"
"1842","637","Queens","4","063700","4063700","I","QN19","Glendale"
"1843","639","Queens","4","063900","4063900","I","QN19","Glendale"
"1844","177","Staten Island","5","017700","5017700","I","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"1845","181","Staten Island","5","018100","5018100","I","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"1846","198","Staten Island","5","019800","5019800","I","SI01","Annadale-Huguenot-Prince's Bay-Eltingville"
"1847","244.02","Staten Island","5","024402","5024402","I","SI11","Charleston-Richmond Valley-Tottenville"
"1848","9901","Staten Island","5","990100","5990100","I","SI99","park-cemetery-etc-Staten Island"
"1849","228","Staten Island","5","022800","5022800","I","SI05","New Springville-Bloomfield-Travis"
"185","339","Brooklyn","3","033900","3033900","E","BK61","Crown Heights North"
"1850","308","Brooklyn","3","030800","3030800","E","BK26","Gravesend"
"1851","382","Brooklyn","3","038200","3038200","E","BK26","Gravesend"
"1852","74","Bronx","2","007400","2007400","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park"
"1853","86","Bronx","2","008600","2008600","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park"
"1854","1188","Brooklyn","3","118800","3118800","E","BK83","Cypress Hills-City Line"
"1855","1202","Brooklyn","3","120200","3120200","E","BK83","Cypress Hills-City Line"
"1856","747","Queens","4","074700","4074700","I","QN17","Forest Hills"
"1857","425","Brooklyn","3","042500","3042500","E","BK78","Bushwick South"
"1858","462.01","Bronx","2","046201","2046201","I","BX13","Co-op City"
"1859","462.02","Bronx","2","046202","2046202","E","BX13","Co-op City"
"186","341","Brooklyn","3","034100","3034100","E","BK61","Crown Heights North"
"1860","221.01","Bronx","2","022101","2022101","E","BX63","West Concourse"
"1861","383.01","Bronx","2","038301","2038301","E","BX40","Fordham South"
"1862","383.02","Bronx","2","038302","2038302","E","BX40","Fordham South"
"1863","1551.01","Queens","4","155101","4155101","I","QN44","Glen Oaks-Floral Park-New Hyde Park"
"1864","1551.02","Queens","4","155102","4155102","I","QN44","Glen Oaks-Floral Park-New Hyde Park"
"1865","147.02","Bronx","2","014702","2014702","E","BX01","Claremont-Bathgate"
"1866","169","Bronx","2","016900","2016900","E","BX01","Claremont-Bathgate"
"1867","348","Bronx","2","034800","2034800","E","BX31","Allerton-Pelham Gardens"
"1868","350","Bronx","2","035000","2035000","I","BX31","Allerton-Pelham Gardens"
"1869","295","Bronx","2","029500","2029500","I","BX29","Spuyten Duyvil-Kingsbridge"
"187","342","Brooklyn","3","034200","3034200","E","BK21","Seagate-Coney Island"
"1870","297","Bronx","2","029700","2029700","I","BX29","Spuyten Duyvil-Kingsbridge"
"1871","134","Queens","4","013400","4013400","I","QN60","Kew Gardens"
"1872","775","Queens","4","077500","4077500","I","QN60","Kew Gardens"
"1873","98","Queens","4","009800","4009800","E","QN55","South Ozone Park"
"1874","110","Queens","4","011000","4011000","E","QN54","Richmond Hill"
"1875","846.02","Queens","4","084602","4084602","E","QN55","South Ozone Park"
"1876","884","Queens","4","088400","4088400","I","QN57","Lindenwood-Howard Beach"
"1877","703","Queens","4","070300","4070300","I","QN18","Rego Park"
"1878","707","Queens","4","070700","4070700","I","QN17","Forest Hills"
"1879","709","Queens","4","070900","4070900","I","QN17","Forest Hills"
"188","363","Brooklyn","3","036300","3036300","E","BK79","Ocean Hill"
"1880","607.01","Queens","4","060701","4060701","I","QN21","Middle Village"
"1881","489","Brooklyn","3","048900","3048900","E","BK78","Bushwick South"
"1882","493","Brooklyn","3","049300","3049300","E","BK78","Bushwick South"
"1883","493.02","Queens","4","049302","4049302","E","QN30","Maspeth"
"1884","803.02","Queens","4","080302","4080302","I","QN62","Queensboro Hill"
"1885","82","Manhattan","1","008200","1008200","I","MN20","Murray Hill-Kips Bay"
"1886","223","Staten Island","5","022300","5022300","E","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"1887","96","Bronx","2","009600","2009600","E","BX59","Westchester-Unionport"
"1888","201","Bronx","2","020100","2020100","E","BX26","Highbridge"
"1889","219","Queens","4","021900","4021900","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"189","365.02","Brooklyn","3","036502","3036502","E","BK79","Ocean Hill"
"1890","535","Queens","4","053500","4053500","E","QN30","Maspeth"
"1891","78","Bronx","2","007800","2007800","E","BX59","Westchester-Unionport"
"1892","92","Bronx","2","009200","2009200","E","BX59","Westchester-Unionport"
"1893","296","Bronx","2","029600","2029600","E","BX49","Pelham Parkway"
"1894","63","Bronx","2","006300","2006300","E","BX63","West Concourse"
"1895","103","Manhattan","1","010300","1010300","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square"
"1896","86.03","Manhattan","1","008603","1008603","I","MN19","Turtle Bay-East Midtown"
"1897","238.01","Manhattan","1","023801","1023801","I","MN31","Lenox Hill-Roosevelt Island"
"1898","798.01","Brooklyn","3","079801","3079801","E","BK60","Prospect Lefferts Gardens-Wingate"
"1899","798.02","Brooklyn","3","079802","3079802","E","BK60","Prospect Lefferts Gardens-Wingate"
"19","112.02","Manhattan","1","011202","1011202","I","MN17","Midtown-Midtown South"
"190","388","Brooklyn","3","038800","3038800","E","BK25","Homecrest"
"1900","53","Brooklyn","3","005300","3005300","E","BK33","Carroll Gardens-Columbia Street-Red Hook"
"1901","85","Brooklyn","3","008500","3008500","E","BK33","Carroll Gardens-Columbia Street-Red Hook"
"1902","193","Manhattan","1","019300","1019300","E","MN09","Morningside Heights"
"1903","195","Manhattan","1","019500","1019500","I","MN09","Morningside Heights"
"1904","56.01","Brooklyn","3","005601","3005601","I","BK31","Bay Ridge"
"1905","56.02","Brooklyn","3","005602","3005602","I","BK31","Bay Ridge"
"1906","132","Bronx","2","013200","2013200","I","BX52","Schuylerville-Throgs Neck-Edgewater Park"
"1907","355","Brooklyn","3","035500","3035500","E","BK63","Crown Heights South"
"1908","880","Brooklyn","3","088000","3088000","E","BK60","Prospect Lefferts Gardens-Wingate"
"1909","231","Bronx","2","023100","2023100","E","BX41","Mount Hope"
"191","396","Brooklyn","3","039600","3039600","I","BK25","Homecrest"
"1910","395","Bronx","2","039500","2039500","E","BX01","Claremont-Bathgate"
"1911","421","Bronx","2","042100","2042100","E","BX43","Norwood"
"1912","419","Bronx","2","041900","2041900","E","BX43","Norwood"
"1913","425","Bronx","2","042500","2042500","E","BX43","Norwood"
"1914","299","Manhattan","1","029900","1029900","E","MN01","Marble Hill-Inwood"
"1915","309","Manhattan","1","030900","1030900","E","MN01","Marble Hill-Inwood"
"1916","247","Manhattan","1","024700","1024700","E","MN36","Washington Heights South"
"1917","991","Queens","4","099100","4099100","I","QN49","Whitestone"
"1918","1333","Queens","4","133300","4133300","I","QN41","Fresh Meadows-Utopia"
"1919","1347","Queens","4","134700","4134700","I","QN41","Fresh Meadows-Utopia"
"192","397","Brooklyn","3","039700","3039700","E","BK78","Bushwick South"
"1920","1367","Queens","4","136700","4136700","I","QN42","Oakland Gardens"
"1921","404","Queens","4","040400","4040400","I","QN08","St. Albans"
"1922","444","Queens","4","044400","4044400","E","QN61","Jamaica"
"1923","616.01","Queens","4","061601","4061601","I","QN66","Laurelton"
"1924","620","Queens","4","062000","4062000","I","QN66","Laurelton"
"1925","376","Queens","4","037600","4037600","I","QN08","St. Albans"
"1926","793","Queens","4","079300","4079300","I","QN99","park-cemetery-etc-Queens"
"1927","391","Brooklyn","3","039100","3039100","E","BK78","Bushwick South"
"1928","423","Brooklyn","3","042300","3042300","E","BK78","Bushwick South"
"1929","19","Queens","4","001900","4001900","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"193","399","Brooklyn","3","039900","3039900","E","BK78","Bushwick South"
"1930","171","Queens","4","017100","4017100","I","QN31","Hunters Point-Sunnyside-West Maspeth"
"1931","83","Queens","4","008300","4008300","E","QN71","Old Astoria"
"1932","81","Queens","4","008100","4008100","E","QN71","Old Astoria"
"1933","87","Queens","4","008700","4008700","E","QN71","Old Astoria"
"1934","51","Bronx","2","005100","2005100","E","BX39","Mott Haven-Port Morris"
"1935","20","Manhattan","1","002000","1002000","E","MN28","Lower East Side"
"1936","24","Manhattan","1","002400","1002400","E","MN28","Lower East Side"
"1937","624","Queens","4","062400","4062400","I","QN99","park-cemetery-etc-Queens"
"1938","626","Queens","4","062600","4062600","I","QN66","Laurelton"
"1939","1567","Queens","4","156700","4156700","I","QN43","Bellerose"
"194","400","Brooklyn","3","040000","3040000","E","BK29","Bensonhurst East"
"1940","1621","Queens","4","162100","4162100","I","QN43","Bellerose"
"1941","214","Queens","4","021400","4021400","E","QN35","Briarwood-Jamaica Hills"
"1942","601","Queens","4","060100","4060100","I","QN30","Maspeth"
"1943","603","Queens","4","060300","4060300","I","QN21","Middle Village"
"1944","27","Manhattan","1","002700","1002700","I","MN27","Chinatown"
"1945","167","Manhattan","1","016700","1016700","I","MN12","Upper West Side"
"1946","159","Manhattan","1","015900","1015900","I","MN14","Lincoln Square"
"1947","163","Manhattan","1","016300","1016300","I","MN12","Upper West Side"
"1948","278","Queens","4","027800","4027800","E","QN76","Baisley Park"
"1949","288","Queens","4","028800","4028800","I","QN76","Baisley Park"
"195","401","Brooklyn","3","040100","3040100","E","BK78","Bushwick South"
