"year","month","day","hour","temperature","precipitation","windspeed"
2009,1,1,0,18,0,18.4
2009,1,1,1,18,0,18.4
2009,1,1,2,18,0,18.4
2009,1,1,3,17.1,0,8.1
2009,1,1,4,17.1,0,11.5
2009,1,1,5,16,0,18.4
2009,1,1,6,15.1,0,13.8
2009,1,1,7,15.1,0,8.1
2009,1,1,8,15.1,0,15
2009,1,1,9,17.1,0,8.1
2009,1,1,10,19,0,13.8
2009,1,1,11,21,0,13.8
2009,1,1,12,23,0,11.5
2009,1,1,13,25,0,13.8
2009,1,1,14,25,0,13.8
2009,1,1,15,25,0,4.6
2009,1,1,16,25,0,8.1
2009,1,1,17,24.1,0,4.6
2009,1,1,18,24.1,0,10.4
2009,1,1,19,23,0,11.5
2009,1,1,20,23,0,8.1
2009,1,1,21,21.9,0,6.9
2009,1,1,22,23,0,4.6
2009,1,1,23,23,0,3.5
2009,1,2,0,24.1,0,3.5
2009,1,2,1,25,0,NA
2009,1,2,2,25,0,3.5
2009,1,2,3,27,0,3.5
2009,1,2,4,27,0,3.5
2009,1,2,5,28,0,5.8
2009,1,2,6,30,0,3.5
2009,1,2,7,32,0,8.1
2009,1,2,8,33.1,0,5.8
2009,1,2,9,33.1,0,16.1
2009,1,2,10,33.1,0,9.2
2009,1,2,11,33.1,0,10.4
2009,1,2,12,32,0,12.65
2009,1,2,13,31.725,0,8.925
2009,1,2,14,31.4,0,7.7
2009,1,2,15,32,0,6.9
2009,1,2,16,33.1,0,6.9
2009,1,2,17,32,0,5.8
2009,1,2,18,32,0,NA
2009,1,2,19,33.1,0,4.6
2009,1,2,20,33.1,0,6.9
2009,1,2,21,34,0,8.1
2009,1,2,22,33.1,0,5.8
2009,1,2,23,33.1,0,6.9
2009,1,3,0,32,0,8.1
2009,1,3,1,32,0,6.9
2009,1,3,2,30.9,0,8.1
2009,1,3,3,32,0,8.1
2009,1,3,4,30.9,0,5.8
2009,1,3,5,30.9,0,10.4
2009,1,3,6,30.9,0,10.4
2009,1,3,7,30.9,0,8.1
2009,1,3,8,30.9,0,8.1
2009,1,3,9,33.1,0,10.4
2009,1,3,10,35.1,0,10.4
2009,1,3,11,37,0,13.8
2009,1,3,12,37,0,15
2009,1,3,13,37.9,0,8.1
2009,1,3,14,37,0,12.7
2009,1,3,15,36,0,10.4
2009,1,3,16,35.1,0,9.2
2009,1,3,17,34,0,11.5
2009,1,3,18,33.1,0,6.9
2009,1,3,19,33.1,0,9.2
2009,1,3,20,32,0,11.5
2009,1,3,21,30.9,0,10.4
2009,1,3,22,30,0,12.7
2009,1,3,23,28.9,0,13.8
2009,1,4,0,28,0,10.4
2009,1,4,1,27,0,8.1
2009,1,4,2,26.1,0,9.2
2009,1,4,3,26.1,0,8.1
2009,1,4,4,26.1,0,8.1
2009,1,4,5,25,0,3.5
2009,1,4,6,25,0,5.8
2009,1,4,7,25,0,9.2
2009,1,4,8,26.1,0,8.1
2009,1,4,9,28,0,10.4
2009,1,4,10,30.9,0,10.4
2009,1,4,11,34,0,9.2
2009,1,4,12,37.9,0,5.8
2009,1,4,13,39.9,0,10.4
2009,1,4,14,41,0,8.1
2009,1,4,15,41,0,4.6
2009,1,4,16,39.9,0,5.8
2009,1,4,17,39.9,0,5.8
2009,1,4,18,39.9,0,3.5
2009,1,4,19,39,0,5.8
2009,1,4,20,37.9,0,3.5
2009,1,4,21,39.9,0,8.1
2009,1,4,22,39.55,0,9.2
2009,1,4,23,39.4333333333333,0,7.7
2009,1,5,0,39.9,0,6.9
2009,1,5,1,39,0,9.2
2009,1,5,2,39.9,0,9.2
2009,1,5,3,39.55,0,5.2
2009,1,5,4,39.9,0,5.8
2009,1,5,5,39.9,0,4.6
2009,1,5,6,41,0,4.6
2009,1,5,7,42.1,0,5.8
2009,1,5,8,42.9,0,5.75
2009,1,5,9,43,0,9.2
2009,1,5,10,42.1,0,9.2
2009,1,5,11,42.45,0,8.1
2009,1,5,12,42.1,0,11.5
2009,1,5,13,43,0,11.5
2009,1,5,14,43,0,6.9
2009,1,5,15,43,0,5.8
2009,1,5,16,42.1,0,8.1
2009,1,5,17,42.1,0,6.9
2009,1,5,18,42.1,0,4.6
2009,1,5,19,42.1,0,8.1
2009,1,5,20,41,0,4.6
2009,1,5,21,39.9,0,4.6
2009,1,5,22,39.9,0,NA
2009,1,5,23,37.9,0,10.4
2009,1,6,0,36,0,NA
2009,1,6,1,35.1,0,8.1
2009,1,6,2,35.1,0,4.6
2009,1,6,3,34,0,4.6
2009,1,6,4,33.1,0,3.5
2009,1,6,5,32,0,5.8
2009,1,6,6,32,0,4.6
2009,1,6,7,32,0,3.5
2009,1,6,8,33.1,0,5.8
2009,1,6,9,34,0,6.9
2009,1,6,10,34,0,9.2
2009,1,6,11,33.1,0,8.1
2009,1,6,12,34,0,9.2
2009,1,6,13,33.1,0,10.4
2009,1,6,14,34,0,9.2
2009,1,6,15,33.1,0,5.8
2009,1,6,16,33.1,0,NA
2009,1,6,17,33.1,0,9.2
2009,1,6,18,33.1,0,8.1
2009,1,6,19,30.55,0.01,9.8
2009,1,6,20,30.55,0.02,6.95
2009,1,6,21,30.9,0,9.2
2009,1,6,22,30.55,0.01,9.2
2009,1,6,23,30.4333333333333,0.03,10.7333333333333
2009,1,7,0,32,0.04,9.8
2009,1,7,1,32,0.06,10.4
2009,1,7,2,32,0.09,12.7
2009,1,7,3,33.1,0.06,15
2009,1,7,4,34,0.07,16.1
2009,1,7,5,34,0.08,15
2009,1,7,6,35.1,0.05,18.4
2009,1,7,7,35.1,0.11,18.4
2009,1,7,8,35.1,0.13,18.4
2009,1,7,9,35.475,0.15,14.975
2009,1,7,10,35.4333333333333,0.05,13.8333333333333
2009,1,7,11,35.35,0.12,9.8
2009,1,7,12,36,0.07,8.1
2009,1,7,13,35.1,0.03,10.4
2009,1,7,14,36,0.01,3.5
2009,1,7,15,37,0,6.9
2009,1,7,16,37,0.01,6.9
2009,1,7,17,37.32,0.06,4.05
2009,1,7,18,36.3,0,6.35
2009,1,7,19,37.2,0.01,5.8
2009,1,7,20,37,0,8.1
2009,1,7,21,37,0,9.2
2009,1,7,22,37,0,4.6
2009,1,7,23,37,0,10.4
2009,1,8,0,37.2666666666667,0,11.5
2009,1,8,1,37,0,13.8
2009,1,8,2,37,0,11.5
2009,1,8,3,36,0,11.5
2009,1,8,4,36,0,9.2
2009,1,8,5,35.1,0,6.9
2009,1,8,6,36,0,6.9
2009,1,8,7,36,0,9.2
2009,1,8,8,37.9,0,13.8
2009,1,8,9,36,0,10.4
2009,1,8,10,37,0,9.2
2009,1,8,11,36,0,16.1
2009,1,8,12,36,0,13.8
2009,1,8,13,36,0,19.6
2009,1,8,14,36,0,13.8
2009,1,8,15,35.1,0,9.2
2009,1,8,16,33.1,0,13.8
2009,1,8,17,33.1,0,12.7
2009,1,8,18,32,0,8.1
2009,1,8,19,32,0,13.8
2009,1,8,20,30.9,0,11.5
2009,1,8,21,30.9,0,6.9
2009,1,8,22,30,0,8.1
2009,1,8,23,28.9,0,9.2
2009,1,9,0,28,0,12.7
2009,1,9,1,27,0,13.8
2009,1,9,2,27,0,8.1
2009,1,9,3,26.1,0,10.4
2009,1,9,4,26.1,0,11.5
2009,1,9,5,26.1,0,12.7
2009,1,9,6,26.1,0,9.2
2009,1,9,7,26.1,0,11.5
2009,1,9,8,27,0,9.2
2009,1,9,9,28,0,8.1
2009,1,9,10,30,0,8.1
2009,1,9,11,30.9,0,12.7
2009,1,9,12,32,0,10.4
2009,1,9,13,32,0,13.8
2009,1,9,14,32,0,9.2
2009,1,9,15,30.9,0,11.5
2009,1,9,16,30.9,0,9.2
2009,1,9,17,30,0,9.2
2009,1,9,18,30,0,8.1
2009,1,9,19,30,0,8.1
2009,1,9,20,28.9,0,8.1
2009,1,9,21,28,0,6.9
2009,1,9,22,27,0,6.9
2009,1,9,23,27,0,3.5
2009,1,10,0,26.1,0,8.1
2009,1,10,1,26.1,0,5.8
2009,1,10,2,25,0,5.8
2009,1,10,3,24.1,0,4.6
2009,1,10,4,24.1,0,4.6
2009,1,10,5,24.1,0,5.8
2009,1,10,6,24.1,0,6.9
2009,1,10,7,24.1,0,NA
2009,1,10,8,26.1,0,NA
2009,1,10,9,26.1,0,4.6
2009,1,10,10,28,0,NA
2009,1,10,11,28.5666666666667,0,4.6
2009,1,10,12,27.3333333333333,0.01,5.2
2009,1,10,13,26.5,0.02,7.18
2009,1,10,14,26.4333333333333,0.01,10
2009,1,10,15,25.8333333333333,0,10.3666666666667
2009,1,10,16,25.3,0.03,9.525
2009,1,10,17,24.8333333333333,0.05,8.28333333333333
2009,1,10,18,25.45,0.01,10.35
2009,1,10,19,26.4333333333333,0.01,12.3
2009,1,10,20,26.7333333333333,0,10.7666666666667
2009,1,10,21,28.2,0.01,13.25
2009,1,10,22,28.5666666666667,0,10.7666666666667
2009,1,10,23,30,0,11.5
2009,1,11,0,28.9,0,12.7
2009,1,11,1,30.55,0.04,6.95
2009,1,11,2,30.1714285714286,0.09,9.38571428571429
2009,1,11,3,30.1,0.01,8.65
2009,1,11,4,29.5333333333333,0.01,6.16666666666667
2009,1,11,5,28.2,0,5.2
2009,1,11,6,27,0,4.6
2009,1,11,7,26.1,0,8.1
2009,1,11,8,24.9,0,8.05
2009,1,11,9,24.9,0,7.5
2009,1,11,10,27,0,6.9
2009,1,11,11,28.9,0,11.5
2009,1,11,12,30,0.02,10.4
2009,1,11,13,30,0.02,9.2
2009,1,11,14,30,0,NA
2009,1,11,15,30,0,NA
2009,1,11,16,30,0,6.9
2009,1,11,17,28.9,0,8.1
2009,1,11,18,27,0,8.1
2009,1,11,19,27,0,3.5
2009,1,11,20,26.1,0,4.6
2009,1,11,21,26.1,0,NA
2009,1,11,22,25,0,5.8
2009,1,11,23,25,0,9.2
2009,1,12,0,24.1,0,NA
2009,1,12,1,23,0,6.9
2009,1,12,2,23,0,8.1
2009,1,12,3,23,0,NA
2009,1,12,4,21.9,0,6.9
2009,1,12,5,21.9,0,5.8
2009,1,12,6,21,0,9.2
2009,1,12,7,21,0,9.2
2009,1,12,8,21.9,0,8.1
2009,1,12,10,26.1,0,5.8
2009,1,12,11,28.9,0,8.1
2009,1,12,12,30,0,8.1
2009,1,12,13,30.9,0,9.2
2009,1,12,14,32,0,9.2
2009,1,12,15,32,0,12.7
2009,1,12,16,30.9,0,3.5
2009,1,12,17,30.9,0,8.1
2009,1,12,18,30,0,4.6
2009,1,12,19,30,0,4.6
2009,1,12,20,30,0,5.8
2009,1,12,21,28.9,0,NA
2009,1,12,22,28.9,0,3.5
2009,1,12,23,30,0,5.8
2009,1,13,0,28.9,0,4.6
2009,1,13,1,30,0,NA
2009,1,13,2,30,0,NA
2009,1,13,3,30,0,4.6
2009,1,13,4,30,0,NA
2009,1,13,5,30,0,4.6
2009,1,13,6,30.9,0,4.6
2009,1,13,7,33.1,0,9.2
2009,1,13,8,34,0,6.9
2009,1,13,9,36,0,11.5
2009,1,13,10,37.9,0,12.7
2009,1,13,11,39,0,5.8
2009,1,13,12,39,0,10.4
2009,1,13,13,39,0,5.8
2009,1,13,14,39.9,0,4.6
2009,1,13,15,39,0,4.6
2009,1,13,16,39.9,0,5.8
2009,1,13,17,39,0,NA
2009,1,13,18,39.375,0,4.6
2009,1,13,19,39.1,0,5.2
2009,1,13,20,39.1,0,4.65
2009,1,13,21,37.9,0,4.6
2009,1,13,22,37,0,6.9
2009,1,13,23,36,0,6.9
2009,1,14,0,35.1,0,9.2
2009,1,14,1,34.4666666666667,0,13.0666666666667
2009,1,14,2,30,0,9.2
2009,1,14,3,26.1,0,12.7
2009,1,14,4,21.9,0,15
2009,1,14,5,19.9,0,13.8
2009,1,14,6,17.1,0,11.5
2009,1,14,7,17.1,0,10.4
2009,1,14,8,17.1,0,16.1
2009,1,14,9,18,0,16.1
2009,1,14,10,19,0,8.1
2009,1,14,11,19.9,0,8.1
2009,1,14,12,21,0,6.9
2009,1,14,13,21.9,0,6.9
2009,1,14,14,21.9,0,6.9
2009,1,14,15,21.9,0,5.8
2009,1,14,16,21,0,3.5
2009,1,14,17,21.9,0,NA
2009,1,14,18,21.9,0,5.8
2009,1,14,19,21.9,0,5.8
2009,1,14,20,21,0,6.9
2009,1,14,21,21,0,8.1
2009,1,14,22,21.9,0,3.5
2009,1,14,23,21.9,0,NA
2009,1,15,0,21.9,0,3.5
2009,1,15,1,21,0,6.9
2009,1,15,2,21,0,6.9
2009,1,15,3,19.9,0,12.7
2009,1,15,4,19.9,0,9.2
2009,1,15,5,19.2,0,8.65
2009,1,15,6,18.04,0.01,6.02
2009,1,15,7,17.68,0.01,7.14
2009,1,15,8,17.475,0.01,10.65
2009,1,15,9,17.1,0.01,9.2
2009,1,15,10,17.7333333333333,0,6.95
2009,1,15,11,17.7333333333333,0.01,6.16666666666667
2009,1,15,12,18.3,0,10.35
2009,1,15,13,19.9,0,5.8
2009,1,15,14,21,0,9.2
2009,1,15,15,19.9,0,10.4
2009,1,15,16,19.9,0,9.2
2009,1,15,17,19,0,5.8
2009,1,15,18,18,0,10.4
2009,1,15,19,17.1,0,10.4
2009,1,15,20,16,0,5.8
2009,1,15,21,15.1,0,4.6
2009,1,15,22,15.1,0,6.9
2009,1,15,23,15.1,0,6.9
2009,1,16,0,15.1,0,3.5
2009,1,16,1,15.1,0,6.9
2009,1,16,2,14,0,10.4
2009,1,16,3,12.9,0,11.5
2009,1,16,4,12,0,11.5
2009,1,16,5,10.9,0,10.4
2009,1,16,6,10.9,0,8.1
2009,1,16,7,10,0,10.4
2009,1,16,8,10.9,0,9.2
2009,1,16,9,12,0,9.2
2009,1,16,10,14,0,6.9
2009,1,16,11,15.1,0,10.4
2009,1,16,12,NA,0,9.2
2009,1,16,13,16,0,10.4
2009,1,16,14,16,0,11.5
2009,1,16,15,16,0,11.5
2009,1,16,16,15.1,0,6.9
2009,1,16,17,14,0,8.1
2009,1,16,18,12.9,0,9.2
2009,1,16,19,12.9,0,11.5
2009,1,16,20,10.9,0,8.1
2009,1,16,21,10,0,6.9
2009,1,16,22,10,0,8.1
2009,1,16,23,9,0,8.1
2009,1,17,0,9,0,8.1
2009,1,17,1,8.1,0,6.9
2009,1,17,2,8.1,0,11.5
2009,1,17,3,7,0,5.8
2009,1,17,4,7,0,6.9
2009,1,17,5,6.1,0,8.1
2009,1,17,6,7,0,6.9
2009,1,17,7,6.1,0,6.9
2009,1,17,8,7,0.32,6.9
2009,1,17,9,9,0.87,4.6
2009,1,17,10,12,0.34,4.6
2009,1,17,11,14,1.43,6.9
2009,1,17,12,16,0.23,4.6
2009,1,17,13,17.1,0.21,5.8
2009,1,17,14,17.1,0.59,4.6
2009,1,17,15,18,1.07,NA
2009,1,17,16,18,1.33,4.6
2009,1,17,17,18,0.12,6.9
2009,1,17,18,18,1.41,NA
2009,1,17,19,19,0.54,4.6
2009,1,17,20,19.9,0.53,4.6
2009,1,17,21,21,0.69,6.9
2009,1,17,22,21,1.23,5.8
2009,1,17,23,21.55,1.03,NA
2009,1,18,0,23,0.73,6.9
2009,1,18,1,24.1,0.4,4.6
2009,1,18,2,26.1,0.32,6.9
2009,1,18,3,27,0.35,5.8
2009,1,18,4,28.9,0.18,6.9
2009,1,18,5,26.1,0.3,NA
2009,1,18,6,25,0.72,3.5
2009,1,18,7,26.1333333333333,0.21,5
2009,1,18,8,26.7333333333333,0.33,4.26666666666667
2009,1,18,9,27.85,0.29,4.9
2009,1,18,10,28.9,0.16,4.6
2009,1,18,11,32,0.12,5.8
2009,1,18,12,32,0.07,5.8
2009,1,18,13,34,0.1,8.1
2009,1,18,14,34,0,3.5
2009,1,18,15,33.1,0,10.4
2009,1,18,16,32,0,6.9
2009,1,18,17,30.4333333333333,0,6.53333333333333
2009,1,18,18,30.1333333333333,0,7.33333333333333
2009,1,18,19,30.1333333333333,0,7.7
2009,1,18,20,30.4333333333333,0,6.16666666666667
2009,1,18,21,30.9,0,3.5
2009,1,18,22,28.5666666666667,0,5.4
2009,1,18,23,28.65,0,4.05
2009,1,19,0,28.3,0,5.8
2009,1,19,1,28,0,NA
2009,1,19,2,26.1,0,NA
2009,1,19,3,27,0,4.6
2009,1,19,4,27,0,6.9
2009,1,19,5,26.1,0,5.8
2009,1,19,6,26.1,0,NA
2009,1,19,7,28,0,NA
2009,1,19,8,28.9,0,NA
2009,1,19,9,30,0,NA
2009,1,19,10,32,0,4.6
2009,1,19,11,30.9,0,3.5
2009,1,19,12,32,0,NA
2009,1,19,13,30.8,0,4.6
2009,1,19,14,30.55,0,NA
2009,1,19,15,30.16,0,3.5
2009,1,19,16,30,0,NA
2009,1,19,17,30.16,0,NA
2009,1,19,18,30.15,0,3.5
2009,1,19,19,30.1666666666667,0,4.45
2009,1,19,20,28.9,0,NA
2009,1,19,21,28.4,0,5.8
2009,1,19,22,27.76,0,6.24
2009,1,19,23,26.35,0,4.6
2009,1,20,0,25,0,3.5
2009,1,20,1,24.1,0,NA
2009,1,20,2,23,0,5.8
2009,1,20,3,21.9,0,4.6
2009,1,20,4,21.9,0,3.5
2009,1,20,5,21,0,5.8
2009,1,20,6,19.9,0,5.8
2009,1,20,7,19.9,0,6.9
2009,1,20,8,19.9,0,NA
2009,1,20,9,21,0,5.8
2009,1,20,11,27,0,8.1
2009,1,20,12,27,0,6.9
2009,1,20,13,28,0,6.9
2009,1,20,14,28.9,0,11.5
2009,1,20,15,28.9,0,9.2
2009,1,20,16,28,0,6.9
2009,1,20,17,27,0,5.8
2009,1,20,18,26.1,0,6.9
2009,1,20,19,24.1,0,6.9
2009,1,20,20,23,0,10.4
2009,1,20,21,23,0,6.9
2009,1,20,22,21,0,6.9
2009,1,20,23,19.9,0,5.8
2009,1,21,0,19.9,0,9.2
2009,1,21,1,19,0,4.6
2009,1,21,2,18,0,6.9
2009,1,21,3,18,0,6.9
2009,1,21,4,17.1,0,8.1
2009,1,21,5,18,0,6.9
2009,1,21,6,18,0,6.9
2009,1,21,7,18,0,8.1
2009,1,21,8,18,0,9.2
2009,1,21,9,19,0,8.1
2009,1,21,10,21,0,10.4
2009,1,21,11,23,0,10.4
2009,1,21,12,24.1,0,12.7
2009,1,21,13,25,0,12.7
2009,1,21,14,26.1,0,6.9
2009,1,21,15,26.1,0,11.5
2009,1,21,16,25,0,8.1
2009,1,21,17,26.1,0,9.2
2009,1,21,18,23,0,8.1
2009,1,21,19,21.9,0,10.4
2009,1,21,20,23,0,5.8
2009,1,21,21,21.9,0,9.2
2009,1,21,22,21.9,0,4.6
2009,1,21,23,21.9,0,4.6
2009,1,22,0,21,0,5.8
2009,1,22,1,21.9,0,8.1
2009,1,22,2,21.9,0,6.9
2009,1,22,3,21,0,6.9
2009,1,22,4,21,0,4.6
2009,1,22,5,21,0,6.9
2009,1,22,6,21,0,9.2
2009,1,22,7,21,0,5.8
2009,1,22,8,24.1,0,8.1
2009,1,22,9,25,0,8.1
2009,1,22,10,28.9,0,8.1
2009,1,22,11,32,0,10.4
2009,1,22,12,33.1,0,11.5
2009,1,22,13,34,0,8.1
2009,1,22,14,35.1,0,8.1
2009,1,22,15,36,0,9.2
2009,1,22,16,36,0,8.1
2009,1,22,17,35.1,0,NA
2009,1,22,18,36,0,NA
2009,1,22,19,37,0,6.9
2009,1,22,20,37,0,5.8
2009,1,22,21,36,0,4.6
2009,1,22,22,36,0,4.6
2009,1,22,23,35.1,0,5.8
2009,1,23,0,34,0,8.1
2009,1,23,1,33.1,0,4.6
2009,1,23,2,33.1,0,5.8
2009,1,23,3,34,0,3.5
2009,1,23,4,33.1,0,4.6
2009,1,23,5,32,0,3.5
2009,1,23,6,30.9,0,NA
2009,1,23,7,32,0,NA
2009,1,23,8,35.1,0,NA
2009,1,23,9,37.9,0,NA
2009,1,23,10,41,0,8.1
2009,1,23,11,44.1,0,5.8
2009,1,23,12,46,0,8.1
2009,1,23,13,45,0,5.8
2009,1,23,14,44.1,0,8.1
2009,1,23,15,44.1,0,8.1
2009,1,23,16,42.1,0,6.9
2009,1,23,17,42.1,0,NA
2009,1,23,18,42.1,0,NA
2009,1,23,19,45,0,9.2
2009,1,23,20,45,0,10.4
2009,1,23,21,45,0,6.9
2009,1,23,22,45,0,8.1
2009,1,23,23,44.1,0,5.8
2009,1,24,0,43,0,5.8
2009,1,24,1,45,0,8.1
2009,1,24,2,46,0,4.6
2009,1,24,3,45,0,10.4
2009,1,24,4,43,0,9.2
2009,1,24,5,39.9,0,8.1
2009,1,24,6,37.9,0,11.5
2009,1,24,7,37,0,12.7
2009,1,24,8,35.1,0,12.7
2009,1,24,9,35.1,0,10.4
2009,1,24,10,34,0,18.4
2009,1,24,11,32,0,10.4
2009,1,24,12,30.9,0,12.7
2009,1,24,13,30,0,12.7
2009,1,24,14,30,0,13.8
2009,1,24,15,28.9,0,11.5
2009,1,24,16,27,0,15
2009,1,24,17,25,0,15
2009,1,24,18,24.1,0,13.8
2009,1,24,19,21.9,0,12.7
2009,1,24,20,21,0,11.5
2009,1,24,21,19,0,12.7
2009,1,24,22,18,0,10.4
2009,1,24,23,17.1,0,6.9
2009,1,25,0,16,0,6.9
2009,1,25,1,16,0,6.9
2009,1,25,2,15.1,0,8.1
2009,1,25,3,14,0,4.6
2009,1,25,4,14,0,9.2
2009,1,25,5,14,0,5.8
2009,1,25,6,14,0,4.6
2009,1,25,7,15.1,0,NA
2009,1,25,8,17.1,0,NA
2009,1,25,9,18,0,4.6
2009,1,25,10,19.9,0,8.1
2009,1,25,11,23,0,6.9
2009,1,25,12,23,0,5.8
2009,1,25,13,26.1,0,9.2
2009,1,25,14,26.1,0,4.6
2009,1,25,15,26.1,0,10.4
2009,1,25,16,26.1,0,9.2
2009,1,25,17,26.1,0,5.8
2009,1,25,18,26.1,0,5.8
2009,1,25,19,25,0,8.1
2009,1,25,20,25,0,6.9
2009,1,25,21,24.1,0,6.9
2009,1,25,22,21.9,0,8.1
2009,1,25,23,21,0,4.6
2009,1,26,0,21,0,8.1
2009,1,26,1,19.9,0,8.1
2009,1,26,2,19.9,0,6.9
2009,1,26,3,19,0,4.6
2009,1,26,4,19,0,NA
2009,1,26,5,19,0,3.5
2009,1,26,6,19,0,5.8
2009,1,26,7,19,0,5.8
2009,1,26,8,19.9,0,4.6
2009,1,26,9,19.9,0,3.5
2009,1,26,10,23,0,4.6
2009,1,26,11,24.1,0,8.1
2009,1,26,12,27,0,6.9
2009,1,26,13,28,0,NA
2009,1,26,14,28,0,9.2
2009,1,26,15,28.9,0,4.6
2009,1,26,16,28.9,0,NA
2009,1,26,17,28.9,0,NA
2009,1,26,18,28,0,4.6
2009,1,26,19,28,0,6.9
2009,1,26,20,28,0,8.1
2009,1,26,21,28,0,5.8
2009,1,26,22,28,0,4.6
2009,1,26,23,27,0,5.8
2009,1,27,0,27,0,3.5
2009,1,27,1,27,0,4.6
2009,1,27,2,27,0,NA
2009,1,27,3,26.1,0,5.8
2009,1,27,4,26.1,0,3.5
2009,1,27,5,26.1,0,4.6
2009,1,27,6,26.1,0,5.8
2009,1,27,7,26.1,0,4.6
2009,1,27,8,26.1,0,9.2
2009,1,27,9,26.1,0,6.9
2009,1,27,10,27,0,6.9
2009,1,27,11,26.1,0,5.8
2009,1,27,12,27,0,NA
2009,1,27,13,28,0,4.6
2009,1,27,14,28.9,0,3.5
2009,1,27,15,28.9,0,4.6
2009,1,27,16,28.9,0,NA
2009,1,27,17,28.9,0,NA
2009,1,27,18,28.9,0,4.6
2009,1,27,19,28.9,0,NA
2009,1,27,20,28.9,0,5.8
2009,1,27,21,28.9,0,5.8
2009,1,27,22,28.9,0,6.9
2009,1,27,23,28,0,6.9
2009,1,28,0,27,0,5.8
2009,1,28,1,25.8,0.02,8.65
2009,1,28,2,24.8666666666667,0.01,10
2009,1,28,3,24.625,0.04,9.775
2009,1,28,4,24.9,0.04,9.8
2009,1,28,5,25.9,0.05,8.65
2009,1,28,6,27.85,0.05,9.225
2009,1,28,7,28.9,0.06,10.4
2009,1,28,8,29.7,0.1,9.8
2009,1,28,9,31.28,0.08,8.76
2009,1,28,10,32.3666666666667,0.14,8.46666666666667
2009,1,28,11,33.8666666666667,0.09,8.43333333333333
2009,1,28,12,34.45,0.06,9.8
2009,1,28,13,35.475,0.02,7.775
2009,1,28,14,36,0.01,5.8
2009,1,28,15,35.7,0.01,5.76666666666667
2009,1,28,16,35.7333333333333,0.12,7.7
2009,1,28,17,37.8166666666667,0.06,6.15
2009,1,28,18,39.15,0,9.8
2009,1,28,19,39.9,0.01,10.4
2009,1,28,20,39.9,0,10.4
2009,1,28,21,39.9,0,13.8
2009,1,28,22,37.9,0,16.1
2009,1,28,23,36,0,11.5
2009,1,29,0,34,0,10.4
2009,1,29,1,32,0,16.1
2009,1,29,2,30,0,9.2
2009,1,29,3,28.9,0,10.4
2009,1,29,4,28,0,10.4
2009,1,29,5,27,0,6.9
2009,1,29,6,27,0,10.4
2009,1,29,7,26.1,0,13.8
2009,1,29,8,26.1,0,8.1
2009,1,29,9,27,0,9.2
2009,1,29,10,28.9,0,9.2
2009,1,29,11,30,0,6.9
2009,1,29,12,32,0,8.1
2009,1,29,13,32,0,10.4
2009,1,29,14,33.1,0,5.8
2009,1,29,15,33.1,0,8.1
2009,1,29,16,32,0,5.8
2009,1,29,17,32,0,6.9
2009,1,29,18,30.9,0,5.8
2009,1,29,19,30,0,6.9
2009,1,29,20,30,0,4.6
2009,1,29,21,30,0,5.8
2009,1,29,22,28.9,0,4.6
2009,1,29,23,28.9,0,8.1
2009,1,30,0,28,0,4.6
2009,1,30,1,28.9,0,6.9
2009,1,30,2,28.9,0,5.8
2009,1,30,3,28,0,3.5
2009,1,30,4,28,0,3.5
2009,1,30,5,28,0,5.8
2009,1,30,6,28,0,NA
2009,1,30,7,30,0,NA
2009,1,30,8,30.9,0,3.5
2009,1,30,9,33.1,0,8.1
2009,1,30,10,33.1,0,8.1
2009,1,30,11,32,0,6.9
2009,1,30,12,33.45,0,9.25
2009,1,30,13,33.45,0,6.95
2009,1,30,14,34,0,5.8
2009,1,30,15,34,0,10.4
2009,1,30,16,34,0,5.8
2009,1,30,17,34,0,5.8
2009,1,30,18,33.1,0,5.8
2009,1,30,19,33.1,0,10.4
2009,1,30,20,30,0,8.1
2009,1,30,21,28.9,0,13.8
2009,1,30,22,28,0,9.2
2009,1,30,23,27,0,8.1
2009,1,31,0,26.1,0,8.1
2009,1,31,1,25,0,8.1
2009,1,31,2,23,0,10.4
2009,1,31,3,23,0,8.1
2009,1,31,4,21.9,0,8.1
2009,1,31,5,21,0,8.1
2009,1,31,6,19.9,0,4.6
2009,1,31,7,19.9,0,10.4
2009,1,31,8,21,0,11.5
2009,1,31,9,21.9,0,12.7
2009,1,31,10,24.1,0,10.4
2009,1,31,11,25,0,10.4
2009,1,31,12,25,0,13.8
2009,1,31,13,26.1,0,9.2
2009,1,31,14,27,0,8.1
2009,1,31,15,27,0,10.4
2009,1,31,16,26.1,0,8.1
2009,1,31,17,26.1,0,8.1
2009,1,31,18,25,0,8.1
2009,1,31,19,26.1,0,3.5
2009,1,31,20,25,0,9.2
2009,1,31,21,25,0,3.5
2009,1,31,22,25,0,4.6
2009,1,31,23,26.1,0,5.8
2009,2,1,0,27,0,9.2
2009,2,1,1,28.9,0,10.4
2009,2,1,2,28.9,0,9.2
2009,2,1,3,30,0,10.4
2009,2,1,4,30,0,5.8
2009,2,1,5,30,0,9.2
2009,2,1,6,30,0,5.8
2009,2,1,7,30,0,5.8
2009,2,1,8,30.9,0,8.1
2009,2,1,9,34,0,5.8
2009,2,1,10,36,0,6.9
2009,2,1,11,39.9,0,10.4
2009,2,1,12,45,0,8.1
2009,2,1,13,48,0,12.7
2009,2,1,14,51.1,0,12.7
2009,2,1,15,51.1,0,8.1
