year,month,day,time,temperature,precipitation,windspeed
2015,1,23,2015-01-23 12:51 AM,30.9,,4.6
2015,1,23,2015-01-23 1:51 AM,30.9,,6.9
2015,1,23,2015-01-23 2:51 AM,30.0,,4.6
2015,1,23,2015-01-23 3:51 AM,28.9,,4.6
2015,1,23,2015-01-23 4:51 AM,28.0,,8.1
2015,1,23,2015-01-23 5:51 AM,28.0,,4.6
2015,1,23,2015-01-23 6:51 AM,28.0,,4.6
2015,1,23,2015-01-23 7:51 AM,28.0,,9.2
2015,1,23,2015-01-23 8:51 AM,28.9,,6.9
2015,1,23,2015-01-23 9:51 AM,30.0,,3.5
2015,1,23,2015-01-23 10:51 AM,30.9,,
2015,1,23,2015-01-23 11:51 AM,33.1,,4.6
2015,1,23,2015-01-23 12:51 PM,36.0,,
2015,1,23,2015-01-23 1:51 PM,37.9,,
2015,1,23,2015-01-23 2:51 PM,37.9,,8.1
2015,1,23,2015-01-23 3:51 PM,39.0,,4.6
2015,1,23,2015-01-23 4:51 PM,37.9,,5.8
2015,1,23,2015-01-23 5:51 PM,37.9,,5.8
2015,1,23,2015-01-23 6:51 PM,37.0,,5.8
2015,1,23,2015-01-23 7:51 PM,37.0,,5.8
2015,1,23,2015-01-23 8:51 PM,37.0,,4.6
2015,1,23,2015-01-23 9:51 PM,37.0,,6.9
2015,1,23,2015-01-23 10:51 PM,37.0,,9.2
2015,1,23,2015-01-23 11:51 PM,37.0,,4.6
