year,month,day,time,temperature,precipitation,windspeed
2011,3,28,2011-03-28 12:51 AM,30.9,,13.8
2011,3,28,2011-03-28 1:51 AM,30.0,,8.1
2011,3,28,2011-03-28 2:51 AM,28.9,,5.8
2011,3,28,2011-03-28 3:51 AM,28.0,,6.9
2011,3,28,2011-03-28 4:51 AM,27.0,,9.2
2011,3,28,2011-03-28 5:51 AM,27.0,,6.9
2011,3,28,2011-03-28 6:51 AM,27.0,,6.9
2011,3,28,2011-03-28 7:51 AM,27.0,,6.9
2011,3,28,2011-03-28 8:51 AM,28.0,,12.7
2011,3,28,2011-03-28 9:51 AM,30.9,,13.8
2011,3,28,2011-03-28 10:51 AM,34.0,,10.4
2011,3,28,2011-03-28 11:51 AM,36.0,,8.1
2011,3,28,2011-03-28 12:51 PM,41.0,,5.8
2011,3,28,2011-03-28 1:51 PM,43.0,,9.2
2011,3,28,2011-03-28 2:51 PM,43.0,,11.5
2011,3,28,2011-03-28 3:51 PM,45.0,,8.1
2011,3,28,2011-03-28 4:51 PM,45.0,,5.8
2011,3,28,2011-03-28 5:51 PM,45.0,,9.2
2011,3,28,2011-03-28 6:51 PM,43.0,,12.7
2011,3,28,2011-03-28 7:51 PM,41.0,,9.2
2011,3,28,2011-03-28 8:51 PM,39.9,,10.4
2011,3,28,2011-03-28 9:51 PM,37.9,,11.5
2011,3,28,2011-03-28 10:51 PM,37.0,,10.4
2011,3,28,2011-03-28 11:51 PM,35.6,,13.8
