year,month,day,time,temperature,precipitation,windspeed
2009,2,5,2009-02-05 12:51 AM,15.1,,5.8
2009,2,5,2009-02-05 1:51 AM,14.0,,9.2
2009,2,5,2009-02-05 2:51 AM,12.9,,12.7
2009,2,5,2009-02-05 3:51 AM,12.0,,5.8
2009,2,5,2009-02-05 4:51 AM,12.0,,6.9
2009,2,5,2009-02-05 5:51 AM,12.0,,3.5
2009,2,5,2009-02-05 6:51 AM,12.0,,5.8
2009,2,5,2009-02-05 7:51 AM,12.9,,5.8
2009,2,5,2009-02-05 8:51 AM,14.0,,10.4
2009,2,5,2009-02-05 9:51 AM,16.0,,10.4
2009,2,5,2009-02-05 10:51 AM,17.1,,16.1
2009,2,5,2009-02-05 11:51 AM,19.0,,15.0
2009,2,5,2009-02-05 12:51 PM,21.0,,17.3
2009,2,5,2009-02-05 1:51 PM,21.9,,13.8
2009,2,5,2009-02-05 2:51 PM,21.9,,8.1
2009,2,5,2009-02-05 3:51 PM,21.9,,12.7
2009,2,5,2009-02-05 4:51 PM,21.0,,12.7
2009,2,5,2009-02-05 5:51 PM,19.9,,12.7
2009,2,5,2009-02-05 6:51 PM,19.9,,9.2
2009,2,5,2009-02-05 7:51 PM,19.0,,8.1
2009,2,5,2009-02-05 8:51 PM,18.0,,10.4
2009,2,5,2009-02-05 9:51 PM,17.1,,5.8
2009,2,5,2009-02-05 10:51 PM,17.1,,6.9
2009,2,5,2009-02-05 11:51 PM,16.0,,6.9
