year,month,day,time,temperature,precipitation,windspeed
2009,6,30,2009-06-30 12:51 AM,73.0,,3.5
2009,6,30,2009-06-30 1:51 AM,72.0,,
2009,6,30,2009-06-30 2:51 AM,71.1,,
2009,6,30,2009-06-30 3:51 AM,70.0,,
2009,6,30,2009-06-30 4:51 AM,69.1,,3.5
2009,6,30,2009-06-30 5:51 AM,69.1,,
2009,6,30,2009-06-30 6:51 AM,70.0,,
2009,6,30,2009-06-30 7:51 AM,75.0,,
2009,6,30,2009-06-30 8:51 AM,75.9,,
2009,6,30,2009-06-30 9:51 AM,78.1,,4.6
2009,6,30,2009-06-30 10:51 AM,80.1,,4.6
2009,6,30,2009-06-30 11:51 AM,82.0,,4.6
2009,6,30,2009-06-30 12:51 PM,84.0,,9.2
2009,6,30,2009-06-30 1:51 PM,82.9,,6.9
2009,6,30,2009-06-30 2:51 PM,82.0,,9.2
2009,6,30,2009-06-30 3:51 PM,80.1,,9.2
2009,6,30,2009-06-30 4:51 PM,75.0,,8.1
2009,6,30,2009-06-30 5:16 PM,69.8,0.00,6.9
2009,6,30,2009-06-30 5:20 PM,66.2,0.14,4.6
2009,6,30,2009-06-30 5:34 PM,66.2,0.37,4.6
2009,6,30,2009-06-30 5:41 PM,66.2,0.37,5.8
2009,6,30,2009-06-30 5:51 PM,66.9,0.38,10.4
2009,6,30,2009-06-30 6:11 PM,66.2,0.03,5.8
2009,6,30,2009-06-30 6:20 PM,66.2,0.12,5.8
2009,6,30,2009-06-30 6:30 PM,66.2,0.20,5.8
2009,6,30,2009-06-30 6:35 PM,66.2,0.21,6.9
2009,6,30,2009-06-30 6:44 PM,66.2,0.22,6.9
2009,6,30,2009-06-30 6:51 PM,66.0,0.23,6.9
2009,6,30,2009-06-30 7:09 PM,66.2,0.05,5.8
2009,6,30,2009-06-30 7:17 PM,66.2,0.05,6.9
2009,6,30,2009-06-30 7:19 PM,66.2,0.05,8.1
2009,6,30,2009-06-30 7:26 PM,66.2,0.05,
2009,6,30,2009-06-30 7:36 PM,66.2,0.05,
2009,6,30,2009-06-30 7:46 PM,66.9,0.05,
2009,6,30,2009-06-30 7:55 PM,66.2,,
2009,6,30,2009-06-30 8:11 PM,66.2,,4.6
2009,6,30,2009-06-30 8:31 PM,66.2,,4.6
2009,6,30,2009-06-30 8:36 PM,66.2,,
2009,6,30,2009-06-30 8:51 PM,66.0,,
2009,6,30,2009-06-30 9:51 PM,64.9,,5.8
2009,6,30,2009-06-30 9:59 PM,64.4,,3.5
2009,6,30,2009-06-30 10:51 PM,66.0,,3.5
2009,6,30,2009-06-30 11:51 PM,66.0,,
