year,month,day,time,temperature,precipitation,windspeed
2010,6,16,2010-06-16 12:51 AM,66.0,,
2010,6,16,2010-06-16 1:51 AM,66.0,,
2010,6,16,2010-06-16 2:51 AM,64.9,,
2010,6,16,2010-06-16 3:51 AM,64.0,,
2010,6,16,2010-06-16 4:51 AM,66.0,,
2010,6,16,2010-06-16 5:51 AM,64.0,,
2010,6,16,2010-06-16 6:51 AM,66.0,,
2010,6,16,2010-06-16 7:51 AM,66.9,,
2010,6,16,2010-06-16 8:51 AM,69.1,,
2010,6,16,2010-06-16 9:51 AM,70.0,,
2010,6,16,2010-06-16 10:51 AM,71.1,,
2010,6,16,2010-06-16 11:51 AM,70.0,,
2010,6,16,2010-06-16 12:51 PM,70.0,,
2010,6,16,2010-06-16 1:51 PM,70.0,,17.3
2010,6,16,2010-06-16 2:51 PM,73.0,,
2010,6,16,2010-06-16 3:51 PM,72.0,,17.3
2010,6,16,2010-06-16 4:51 PM,71.1,,
2010,6,16,2010-06-16 5:51 PM,72.0,,
2010,6,16,2010-06-16 6:51 PM,71.1,,
2010,6,16,2010-06-16 7:51 PM,71.1,,
2010,6,16,2010-06-16 8:51 PM,71.1,,
2010,6,16,2010-06-16 9:00 PM,71.6,,
2010,6,16,2010-06-16 9:51 PM,72.0,,
2010,6,16,2010-06-16 10:43 PM,73.4,,
2010,6,16,2010-06-16 10:51 PM,73.0,,
2010,6,16,2010-06-16 11:27 PM,73.4,,
2010,6,16,2010-06-16 11:51 PM,73.0,,
