year,month,day,time,temperature,precipitation,windspeed
2011,8,20,2011-08-20 12:06 AM,66.2,,
2011,8,20,2011-08-20 12:36 AM,66.2,,
2011,8,20,2011-08-20 12:51 AM,66.0,,
2011,8,20,2011-08-20 1:02 AM,66.2,,
2011,8,20,2011-08-20 1:15 AM,66.2,,
2011,8,20,2011-08-20 1:49 AM,66.2,,
2011,8,20,2011-08-20 1:51 AM,66.2,,
2011,8,20,2011-08-20 2:08 AM,66.2,,3.5
2011,8,20,2011-08-20 2:25 AM,66.2,,
2011,8,20,2011-08-20 2:51 AM,66.0,,
2011,8,20,2011-08-20 3:06 AM,66.2,,
2011,8,20,2011-08-20 3:14 AM,66.2,,
2011,8,20,2011-08-20 3:48 AM,64.4,,
2011,8,20,2011-08-20 3:51 AM,64.9,,
2011,8,20,2011-08-20 4:08 AM,64.4,,
2011,8,20,2011-08-20 4:17 AM,64.4,,
2011,8,20,2011-08-20 4:26 AM,64.4,,
2011,8,20,2011-08-20 4:51 AM,64.9,,
2011,8,20,2011-08-20 5:51 AM,64.9,,3.5
2011,8,20,2011-08-20 6:18 AM,64.4,,
2011,8,20,2011-08-20 6:39 AM,64.4,,
2011,8,20,2011-08-20 6:51 AM,64.9,,
2011,8,20,2011-08-20 7:19 AM,66.2,,3.5
2011,8,20,2011-08-20 7:26 AM,66.2,,3.5
2011,8,20,2011-08-20 7:51 AM,66.0,,3.5
2011,8,20,2011-08-20 8:16 AM,66.2,,
2011,8,20,2011-08-20 8:51 AM,68.0,,
2011,8,20,2011-08-20 9:51 AM,71.1,,4.6
2011,8,20,2011-08-20 10:51 AM,73.9,,4.6
2011,8,20,2011-08-20 11:51 AM,79.0,,
2011,8,20,2011-08-20 12:51 PM,82.0,,3.5
2011,8,20,2011-08-20 1:51 PM,82.9,,
2011,8,20,2011-08-20 2:51 PM,84.0,,
2011,8,20,2011-08-20 3:51 PM,82.9,,3.5
2011,8,20,2011-08-20 4:51 PM,82.9,,
2011,8,20,2011-08-20 5:51 PM,82.0,,
2011,8,20,2011-08-20 6:51 PM,78.1,,4.6
2011,8,20,2011-08-20 7:51 PM,77.0,,3.5
2011,8,20,2011-08-20 8:51 PM,75.9,,3.5
2011,8,20,2011-08-20 9:51 PM,75.9,,3.5
2011,8,20,2011-08-20 10:51 PM,75.0,,3.5
2011,8,20,2011-08-20 11:51 PM,75.9,,5.8
