year,month,day,time,temperature,precipitation,windspeed
2011,9,20,2011-09-20 12:09 AM,60.8,,
2011,9,20,2011-09-20 12:51 AM,61.0,,
2011,9,20,2011-09-20 12:59 AM,62.6,,
2011,9,20,2011-09-20 1:16 AM,62.6,,
2011,9,20,2011-09-20 1:51 AM,62.1,,
2011,9,20,2011-09-20 2:51 AM,62.1,,
2011,9,20,2011-09-20 3:06 AM,60.8,,
2011,9,20,2011-09-20 3:51 AM,62.1,,
2011,9,20,2011-09-20 4:51 AM,62.1,,
2011,9,20,2011-09-20 5:51 AM,62.1,,
2011,9,20,2011-09-20 6:51 AM,62.1,,
2011,9,20,2011-09-20 7:51 AM,63.0,,
2011,9,20,2011-09-20 8:51 AM,64.0,,
2011,9,20,2011-09-20 9:51 AM,63.0,,16.1
2011,9,20,2011-09-20 10:36 AM,62.6,,
2011,9,20,2011-09-20 10:51 AM,62.1,,
2011,9,20,2011-09-20 11:33 AM,62.6,,
2011,9,20,2011-09-20 11:40 AM,62.6,,
2011,9,20,2011-09-20 11:48 AM,62.6,,
2011,9,20,2011-09-20 11:51 AM,63.0,,
2011,9,20,2011-09-20 12:51 PM,64.0,,
2011,9,20,2011-09-20 1:39 PM,64.4,,
2011,9,20,2011-09-20 1:51 PM,64.9,,
2011,9,20,2011-09-20 2:51 PM,66.0,,
2011,9,20,2011-09-20 3:51 PM,66.0,,
2011,9,20,2011-09-20 4:51 PM,66.9,,
2011,9,20,2011-09-20 5:30 PM,66.2,,
2011,9,20,2011-09-20 5:44 PM,66.2,,
2011,9,20,2011-09-20 5:51 PM,66.9,,
2011,9,20,2011-09-20 6:51 PM,66.0,,
2011,9,20,2011-09-20 7:24 PM,66.2,,
2011,9,20,2011-09-20 7:51 PM,66.0,,
2011,9,20,2011-09-20 7:58 PM,66.2,,
2011,9,20,2011-09-20 8:51 PM,66.9,,
2011,9,20,2011-09-20 9:11 PM,66.2,,
2011,9,20,2011-09-20 9:51 PM,66.0,,
2011,9,20,2011-09-20 10:51 PM,64.9,,
2011,9,20,2011-09-20 11:42 PM,66.2,,
2011,9,20,2011-09-20 11:51 PM,66.0,,
