year,month,day,time,temperature,precipitation,windspeed
2009,12,7,2009-12-07 12:51 AM,34.0,,5.8
2009,12,7,2009-12-07 1:51 AM,34.0,,4.6
2009,12,7,2009-12-07 2:51 AM,33.1,,
2009,12,7,2009-12-07 3:51 AM,33.1,,
2009,12,7,2009-12-07 4:51 AM,34.0,,
2009,12,7,2009-12-07 5:51 AM,33.1,,
2009,12,7,2009-12-07 6:51 AM,33.1,,
2009,12,7,2009-12-07 7:51 AM,34.0,,
2009,12,7,2009-12-07 8:51 AM,36.0,,5.8
2009,12,7,2009-12-07 9:51 AM,37.0,,4.6
2009,12,7,2009-12-07 10:51 AM,37.0,,9.2
2009,12,7,2009-12-07 11:51 AM,37.0,,6.9
2009,12,7,2009-12-07 12:51 PM,37.0,,8.1
2009,12,7,2009-12-07 1:51 PM,37.9,,5.8
2009,12,7,2009-12-07 2:51 PM,37.9,,4.6
2009,12,7,2009-12-07 3:51 PM,37.9,,4.6
2009,12,7,2009-12-07 4:51 PM,37.9,,3.5
2009,12,7,2009-12-07 5:51 PM,37.9,,8.1
2009,12,7,2009-12-07 6:51 PM,39.0,,
2009,12,7,2009-12-07 7:51 PM,39.0,,3.5
2009,12,7,2009-12-07 8:51 PM,39.0,,5.8
2009,12,7,2009-12-07 9:51 PM,37.9,,8.1
2009,12,7,2009-12-07 10:51 PM,37.0,,5.8
2009,12,7,2009-12-07 11:51 PM,36.0,,12.7
