year,month,day,time,temperature,precipitation,windspeed
2011,10,30,2011-10-30 12:29 AM,33.8,0.02,5.8
2011,10,30,2011-10-30 12:36 AM,33.8,0.03,6.9
2011,10,30,2011-10-30 12:51 AM,33.1,0.04,5.8
2011,10,30,2011-10-30 1:02 AM,33.8,0.00,4.6
2011,10,30,2011-10-30 1:26 AM,33.8,0.00,6.9
2011,10,30,2011-10-30 1:51 AM,34.0,0.01,3.5
2011,10,30,2011-10-30 2:23 AM,33.8,,5.8
2011,10,30,2011-10-30 2:51 AM,34.0,,8.1
2011,10,30,2011-10-30 3:51 AM,34.0,,5.8
2011,10,30,2011-10-30 4:51 AM,34.0,,9.2
2011,10,30,2011-10-30 5:51 AM,34.0,,9.2
2011,10,30,2011-10-30 6:51 AM,34.0,,5.8
2011,10,30,2011-10-30 7:51 AM,34.0,,5.8
2011,10,30,2011-10-30 8:51 AM,35.1,,8.1
2011,10,30,2011-10-30 9:51 AM,37.0,,8.1
2011,10,30,2011-10-30 10:51 AM,39.0,,6.9
2011,10,30,2011-10-30 11:51 AM,41.0,,6.9
2011,10,30,2011-10-30 12:51 PM,43.0,,3.5
2011,10,30,2011-10-30 1:51 PM,45.0,,9.2
2011,10,30,2011-10-30 2:51 PM,45.0,,9.2
2011,10,30,2011-10-30 3:51 PM,46.0,,9.2
2011,10,30,2011-10-30 4:51 PM,45.0,,6.9
2011,10,30,2011-10-30 5:51 PM,44.1,,
2011,10,30,2011-10-30 6:51 PM,45.0,,8.1
2011,10,30,2011-10-30 7:51 PM,43.0,,
2011,10,30,2011-10-30 8:51 PM,44.1,,5.8
2011,10,30,2011-10-30 9:51 PM,43.0,,
2011,10,30,2011-10-30 10:51 PM,41.0,,5.8
2011,10,30,2011-10-30 11:51 PM,42.1,,3.5
