year,month,day,time,temperature,precipitation,windspeed
2011,10,5,2011-10-05 12:51 AM,57.9,,
2011,10,5,2011-10-05 1:51 AM,57.9,,
2011,10,5,2011-10-05 2:51 AM,57.0,,
2011,10,5,2011-10-05 3:51 AM,57.0,,
2011,10,5,2011-10-05 4:51 AM,57.0,,
2011,10,5,2011-10-05 5:51 AM,57.9,,
2011,10,5,2011-10-05 6:51 AM,57.0,,
2011,10,5,2011-10-05 7:51 AM,57.9,,
2011,10,5,2011-10-05 8:51 AM,59.0,,
2011,10,5,2011-10-05 9:51 AM,62.1,,17.3
2011,10,5,2011-10-05 10:51 AM,64.0,,
2011,10,5,2011-10-05 11:51 AM,66.0,,17.3
2011,10,5,2011-10-05 12:51 PM,69.1,,17.3
2011,10,5,2011-10-05 1:51 PM,70.0,,20.7
2011,10,5,2011-10-05 2:51 PM,70.0,,20.7
2011,10,5,2011-10-05 3:51 PM,70.0,,19.6
2011,10,5,2011-10-05 4:51 PM,70.0,,19.6
2011,10,5,2011-10-05 5:51 PM,69.1,,20.7
2011,10,5,2011-10-05 6:51 PM,66.0,,
2011,10,5,2011-10-05 7:51 PM,64.0,,18.4
2011,10,5,2011-10-05 8:51 PM,62.1,,
2011,10,5,2011-10-05 9:51 PM,61.0,,
2011,10,5,2011-10-05 10:51 PM,59.0,,19.6
2011,10,5,2011-10-05 11:51 PM,55.9,,16.1
