year,month,day,time,temperature,precipitation,windspeed
2011,9,30,2011-09-30 12:51 AM,62.1,,
2011,9,30,2011-09-30 1:51 AM,62.1,,
2011,9,30,2011-09-30 2:51 AM,61.0,,
2011,9,30,2011-09-30 3:51 AM,61.0,,
2011,9,30,2011-09-30 4:51 AM,61.0,,
2011,9,30,2011-09-30 5:51 AM,59.0,,
2011,9,30,2011-09-30 6:51 AM,60.1,,
2011,9,30,2011-09-30 7:51 AM,63.0,,
2011,9,30,2011-09-30 8:51 AM,64.9,,
2011,9,30,2011-09-30 9:51 AM,66.0,,
2011,9,30,2011-09-30 10:51 AM,69.1,,
2011,9,30,2011-09-30 11:51 AM,73.0,,
2011,9,30,2011-09-30 12:51 PM,75.0,,
2011,9,30,2011-09-30 1:51 PM,75.9,,
2011,9,30,2011-09-30 2:51 PM,73.0,,
2011,9,30,2011-09-30 3:51 PM,75.0,,
2011,9,30,2011-09-30 4:51 PM,73.9,,
2011,9,30,2011-09-30 5:51 PM,73.0,,
2011,9,30,2011-09-30 6:51 PM,71.1,,
2011,9,30,2011-09-30 7:51 PM,69.1,,
2011,9,30,2011-09-30 8:51 PM,68.0,,
2011,9,30,2011-09-30 9:01 PM,60.8,,
2011,9,30,2011-09-30 9:09 PM,60.8,,
2011,9,30,2011-09-30 9:51 PM,60.1,,
2011,9,30,2011-09-30 10:11 PM,59.0,,
2011,9,30,2011-09-30 10:34 PM,57.2,,
2011,9,30,2011-09-30 10:42 PM,57.2,,
2011,9,30,2011-09-30 10:51 PM,59.0,,
2011,9,30,2011-09-30 11:06 PM,57.2,,
2011,9,30,2011-09-30 11:26 PM,59.0,,
2011,9,30,2011-09-30 11:36 PM,57.2,,
2011,9,30,2011-09-30 11:43 PM,59.0,,
2011,9,30,2011-09-30 11:51 PM,59.0,,
