year,month,day,time,temperature,precipitation,windspeed
2015,1,19,2015-01-19 12:51 AM,37.9,,6.9
2015,1,19,2015-01-19 1:51 AM,37.0,,6.9
2015,1,19,2015-01-19 2:51 AM,37.0,,4.6
2015,1,19,2015-01-19 3:51 AM,37.0,,6.9
2015,1,19,2015-01-19 4:51 AM,37.0,,5.8
2015,1,19,2015-01-19 5:51 AM,37.0,,4.6
2015,1,19,2015-01-19 6:51 AM,37.0,,
2015,1,19,2015-01-19 7:51 AM,37.0,,4.6
2015,1,19,2015-01-19 8:51 AM,37.9,,6.9
2015,1,19,2015-01-19 9:51 AM,39.0,,8.1
2015,1,19,2015-01-19 10:51 AM,39.9,,10.4
2015,1,19,2015-01-19 11:51 AM,41.0,,12.7
2015,1,19,2015-01-19 12:51 PM,41.0,,5.8
2015,1,19,2015-01-19 1:51 PM,39.9,,10.4
2015,1,19,2015-01-19 2:51 PM,41.0,,10.4
2015,1,19,2015-01-19 3:51 PM,41.0,,10.4
2015,1,19,2015-01-19 4:51 PM,39.9,,8.1
2015,1,19,2015-01-19 5:51 PM,39.9,,10.4
2015,1,19,2015-01-19 6:51 PM,39.9,,8.1
2015,1,19,2015-01-19 7:51 PM,39.0,,6.9
2015,1,19,2015-01-19 8:51 PM,39.0,,6.9
2015,1,19,2015-01-19 9:51 PM,39.0,,6.9
2015,1,19,2015-01-19 10:51 PM,39.0,,6.9
2015,1,19,2015-01-19 11:51 PM,39.0,,4.6
