year,month,day,time,temperature,precipitation,windspeed
2009,11,22,2009-11-22 12:51 AM,46.9,,4.6
2009,11,22,2009-11-22 1:51 AM,46.0,,5.8
2009,11,22,2009-11-22 2:51 AM,46.0,,8.1
2009,11,22,2009-11-22 3:51 AM,46.0,,4.6
2009,11,22,2009-11-22 4:51 AM,46.0,,4.6
2009,11,22,2009-11-22 5:51 AM,46.0,,3.5
2009,11,22,2009-11-22 6:51 AM,46.0,,5.8
2009,11,22,2009-11-22 7:51 AM,46.0,,8.1
2009,11,22,2009-11-22 8:51 AM,48.0,,6.9
2009,11,22,2009-11-22 9:51 AM,48.9,,8.1
2009,11,22,2009-11-22 10:51 AM,51.1,,8.1
2009,11,22,2009-11-22 11:51 AM,53.1,,6.9
2009,11,22,2009-11-22 12:51 PM,54.0,,9.2
2009,11,22,2009-11-22 1:51 PM,53.1,,8.1
2009,11,22,2009-11-22 2:51 PM,54.0,,8.1
2009,11,22,2009-11-22 3:51 PM,53.1,,6.9
2009,11,22,2009-11-22 4:51 PM,51.1,,10.4
2009,11,22,2009-11-22 5:51 PM,51.1,,6.9
2009,11,22,2009-11-22 6:51 PM,50.0,,5.8
2009,11,22,2009-11-22 7:51 PM,48.9,,4.6
2009,11,22,2009-11-22 8:51 PM,48.9,,9.2
2009,11,22,2009-11-22 9:01 PM,50.0,,6.9
2009,11,22,2009-11-22 9:48 PM,48.2,,5.8
2009,11,22,2009-11-22 9:51 PM,48.9,,5.8
2009,11,22,2009-11-22 10:48 PM,48.2,,9.2
2009,11,22,2009-11-22 10:51 PM,48.0,,11.5
2009,11,22,2009-11-22 11:51 PM,46.9,,5.8
